Index	Level	BuffDiscription	ModelId	UColor	Usize	MagicAttrType_6_0	MagicAttrValue_6_0	MagicAttrType_6_1	MagicAttrValue_6_1	MagicAttrType_6_2	MagicAttrValue_6_2	MagicAttrType_6_3	MagicAttrValue_6_3	MagicAttrType_6_4	MagicAttrValue_6_4	MagicAttrType_6_5	MagicAttrValue_6_5
1005	3	攻击力增加40点	0	0	1	45	40	0	0	0	0	0	0	0	0	0	0
1005	4	攻击力增加75点	0	0	1	45	75	0	0	0	0	0	0	0	0	0	0
1005	5	攻击力增加125点	0	0	1	45	125	0	0	0	0	0	0	0	0	0	0
1005	6	攻击力增加200点	0	0	1	45	200	0	0	0	0	0	0	0	0	0	0
1005	7	攻击力增加320点	0	0	1	45	320	0	0	0	0	0	0	0	0	0	0
1005	8	攻击力增加480点	0	0	1	45	480	0	0	0	0	0	0	0	0	0	0
1005	9	攻击力增加800点	0	0	1	45	800	0	0	0	0	0	0	0	0	0	0
1005	10	攻击力增加1200点	0	0	1	45	1200	0	0	0	0	0	0	0	0	0	0
1006	1	抵挡值增加6点	0	0	1	20	6	0	0	0	0	0	0	0	0	0	0
1006	2	抵挡值增加18点	0	0	1	20	18	0	0	0	0	0	0	0	0	0	0
1006	3	抵挡值增加40点	0	0	1	20	40	0	0	0	0	0	0	0	0	0	0
1006	4	抵挡值增加75点	0	0	1	20	75	0	0	0	0	0	0	0	0	0	0
1006	5	抵挡值增加125点	0	0	1	20	125	0	0	0	0	0	0	0	0	0	0
1006	6	抵挡值增加200点	0	0	1	20	200	0	0	0	0	0	0	0	0	0	0
1006	7	抵挡值增加320点	0	0	1	20	320	0	0	0	0	0	0	0	0	0	0
1006	8	抵挡值增加480点	0	0	1	20	480	0	0	0	0	0	0	0	0	0	0
1006	9	抵挡值增加800点	0	0	1	20	800	0	0	0	0	0	0	0	0	0	0
1006	10	抵挡值增加1200点	0	0	1	20	1200	0	0	0	0	0	0	0	0	0	0
1007	1	统领值增加6点	0	0	1	7	6	0	0	0	0	0	0	0	0	0	0
1007	2	统领值增加18点	0	0	1	7	18	0	0	0	0	0	0	0	0	0	0
1007	3	统领值增加40点	0	0	1	7	40	0	0	0	0	0	0	0	0	0	0
1007	4	统领值增加75点	0	0	1	7	75	0	0	0	0	0	0	0	0	0	0
1007	5	统领值增加125点	0	0	1	7	125	0	0	0	0	0	0	0	0	0	0
1007	6	统领值增加200点	0	0	1	7	200	0	0	0	0	0	0	0	0	0	0
1007	7	统领值增加320点	0	0	1	7	320	0	0	0	0	0	0	0	0	0	0
1007	8	统领值增加480点	0	0	1	7	480	0	0	0	0	0	0	0	0	0	0
1007	9	统领值增加800点	0	0	1	7	800	0	0	0	0	0	0	0	0	0	0
1007	10	统领值增加1200点	0	0	1	7	1200	0	0	0	0	0	0	0	0	0	0
1008	1	生命值上限增加30点	0	0	1	41	30	0	0	0	0	0	0	0	0	0	0
1008	2	生命值上限增加90点	0	0	1	41	90	0	0	0	0	0	0	0	0	0	0
1008	3	生命值上限增加200点	0	0	1	41	200	0	0	0	0	0	0	0	0	0	0
1008	4	生命值上限增加375点	0	0	1	41	375	0	0	0	0	0	0	0	0	0	0
1008	5	生命值上限增加625点	0	0	1	41	625	0	0	0	0	0	0	0	0	0	0
1008	6	生命值上限增加1000点	0	0	1	41	1000	0	0	0	0	0	0	0	0	0	0
1008	7	生命值上限增加1600点	0	0	1	41	1600	0	0	0	0	0	0	0	0	0	0
1008	8	生命值上限增加2400点	0	0	1	41	2400	0	0	0	0	0	0	0	0	0	0
1008	9	生命值上限增加4000点	0	0	1	41	4000	0	0	0	0	0	0	0	0	0	0
1008	10	生命值上限增加6000点	0	0	1	41	6000	0	0	0	0	0	0	0	0	0	0
1009	1	攻击力增加6点	0	0	1	45	6	0	0	0	0	0	0	0	0	0	0
1009	2	攻击力增加18点	0	0	1	45	18	0	0	0	0	0	0	0	0	0	0
1009	3	攻击力增加40点	0	0	1	45	40	0	0	0	0	0	0	0	0	0	0
1009	4	攻击力增加75点	0	0	1	45	75	0	0	0	0	0	0	0	0	0	0
1009	5	攻击力增加125点	0	0	1	45	125	0	0	0	0	0	0	0	0	0	0
1009	6	攻击力增加200点	0	0	1	45	200	0	0	0	0	0	0	0	0	0	0
1009	7	攻击力增加320点	0	0	1	45	320	0	0	0	0	0	0	0	0	0	0
1009	8	攻击力增加480点	0	0	1	45	480	0	0	0	0	0	0	0	0	0	0
1009	9	攻击力增加800点	0	0	1	45	800	0	0	0	0	0	0	0	0	0	0
1009	10	攻击力增加1200点	0	0	1	45	1200	0	0	0	0	0	0	0	0	0	0
1010	1	统领值增加6点	0	0	1	7	6	0	0	0	0	0	0	0	0	0	0
1010	2	统领值增加18点	0	0	1	7	18	0	0	0	0	0	0	0	0	0	0
1010	3	统领值增加40点	0	0	1	7	40	0	0	0	0	0	0	0	0	0	0
1010	4	统领值增加75点	0	0	1	7	75	0	0	0	0	0	0	0	0	0	0
1010	5	统领值增加125点	0	0	1	7	125	0	0	0	0	0	0	0	0	0	0
1010	6	统领值增加200点	0	0	1	7	200	0	0	0	0	0	0	0	0	0	0
1010	7	统领值增加320点	0	0	1	7	320	0	0	0	0	0	0	0	0	0	0
1010	8	统领值增加480点	0	0	1	7	480	0	0	0	0	0	0	0	0	0	0
1010	9	统领值增加800点	0	0	1	7	800	0	0	0	0	0	0	0	0	0	0
1010	10	统领值增加1200点	0	0	1	7	1200	0	0	0	0	0	0	0	0	0	0
1011	1	helloworld\nhelloworld	0	0	1	1047	200	0	0	0	0	0	0	0	0	0	0
1011	2	helloworld\nhelloworld	0	0	1	1047	300	0	0	0	0	0	0	0	0	0	0
1011	3	helloworld\nhelloworld	0	0	1	1047	400	0	0	0	0	0	0	0	0	0	0
1011	4	helloworld\nhelloworld	0	0	1	1047	500	0	0	0	0	0	0	0	0	0	0
1011	5	helloworld\nhelloworld	0	0	1	1047	600	0	0	0	0	0	0	0	0	0	0
1011	6	helloworld\nhelloworld	0	0	1	1047	700	0	0	0	0	0	0	0	0	0	0
1011	7	helloworld\nhelloworld	0	0	1	1047	800	0	0	0	0	0	0	0	0	0	0
1011	8	helloworld\nhelloworld	0	0	1	1047	900	0	0	0	0	0	0	0	0	0	0
1011	9	helloworld\nhelloworld	0	0	1	1047	1000	0	0	0	0	0	0	0	0	0	0
1011	10	helloworld\nhelloworld	0	0	1	1047	1100	0	0	0	0	0	0	0	0	0	0
1012	1	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	2	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	3	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	4	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	5	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	6	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	7	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	8	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	9	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
1012	10	helloworld\nhelloworld	0	0	1	56	10	0	0	0	0	0	0	0	0	0	0
2001	1	敏捷增加6点	0	0	1	4	6	0	0	0	0	0	0	0	0	0	0
2001	2	敏捷增加18点	0	0	1	4	18	0	0	0	0	0	0	0	0	0	0
2001	3	敏捷增加40点	0	0	1	4	40	0	0	0	0	0	0	0	0	0	0
2001	4	敏捷增加75点	0	0	1	4	75	0	0	0	0	0	0	0	0	0	0
2001	5	敏捷增加125点	0	0	1	4	125	0	0	0	0	0	0	0	0	0	0
2001	6	敏捷增加200点	0	0	1	4	200	0	0	0	0	0	0	0	0	0	0
2001	7	敏捷增加320点	0	0	1	4	320	0	0	0	0	0	0	0	0	0	0
2001	8	敏捷增加480点	0	0	1	4	480	0	0	0	0	0	0	0	0	0	0
2001	9	敏捷增加800点	0	0	1	4	800	0	0	0	0	0	0	0	0	0	0
2001	10	敏捷增加1200点	0	0	1	4	1200	0	0	0	0	0	0	0	0	0	0
2002	1	反击率增加6%	0	0	1	1086	600	0	0	0	0	0	0	0	0	0	0
2002	2	反击率增加12%	0	0	1	1086	1200	0	0	0	0	0	0	0	0	0	0
2002	3	反击率增加18%	0	0	1	1086	1800	0	0	0	0	0	0	0	0	0	0
2002	4	反击率增加24%	0	0	1	1086	2400	0	0	0	0	0	0	0	0	0	0
2002	5	反击率增加30%	0	0	1	1086	3000	0	0	0	0	0	0	0	0	0	0
2002	6	反击率增加36%	0	0	1	1086	3600	0	0	0	0	0	0	0	0	0	0
2002	7	反击率增加42%	0	0	1	1086	4200	0	0	0	0	0	0	0	0	0	0
2002	8	反击率增加48%	0	0	1	1086	4800	0	0	0	0	0	0	0	0	0	0
2002	9	反击率增加54%	0	0	1	1086	5400	0	0	0	0	0	0	0	0	0	0
2002	10	反击率增加60%	0	0	1	1086	6000	0	0	0	0	0	0	0	0	0	0
2003	1	闪避值增加6点	0	0	1	18	6	0	0	0	0	0	0	0	0	0	0
2003	2	闪避值增加18点	0	0	1	18	18	0	0	0	0	0	0	0	0	0	0
2003	3	闪避值增加40点	0	0	1	18	40	0	0	0	0	0	0	0	0	0	0
2003	4	闪避值增加75点	0	0	1	18	75	0	0	0	0	0	0	0	0	0	0
2003	5	闪避值增加125点	0	0	1	18	125	0	0	0	0	0	0	0	0	0	0
2003	6	闪避值增加200点	0	0	1	18	200	0	0	0	0	0	0	0	0	0	0
2003	7	闪避值增加320点	0	0	1	18	320	0	0	0	0	0	0	0	0	0	0
2003	8	闪避值增加480点	0	0	1	18	480	0	0	0	0	0	0	0	0	0	0
2003	9	闪避值增加800点	0	0	1	18	800	0	0	0	0	0	0	0	0	0	0
2003	10	闪避值增加1200点	0	0	1	18	1200	0	0	0	0	0	0	0	0	0	0
2004	1	成功闪避攻击获得8的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	2	成功闪避攻击获得14的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	3	成功闪避攻击获得20的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	4	成功闪避攻击获得26的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	5	成功闪避攻击获得32的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	6	成功闪避攻击获得38的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	成功闪避攻击获得44的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	8	成功闪避攻击获得50的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	9	成功闪避攻击获得56的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	10	成功闪避攻击获得62的怒气	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2005	1	暴击值增加6点	0	0	1	14	6	0	0	0	0	0	0	0	0	0	0
2005	2	暴击值增加18点	0	0	1	14	18	0	0	0	0	0	0	0	0	0	0
2005	3	暴击值增加40点	0	0	1	14	40	0	0	0	0	0	0	0	0	0	0
2005	4	暴击值增加75点	0	0	1	14	75	0	0	0	0	0	0	0	0	0	0
2005	5	暴击值增加125点	0	0	1	14	125	0	0	0	0	0	0	0	0	0	0
2005	6	暴击值增加200点	0	0	1	14	200	0	0	0	0	0	0	0	0	0	0
2005	7	暴击值增加320点	0	0	1	14	320	0	0	0	0	0	0	0	0	0	0
2005	8	暴击值增加480点	0	0	1	14	480	0	0	0	0	0	0	0	0	0	0
2005	9	暴击值增加800点	0	0	1	14	800	0	0	0	0	0	0	0	0	0	0
2005	10	暴击值增加1200点	0	0	1	14	1200	0	0	0	0	0	0	0	0	0	0
2006	1	准确值增加6点	0	0	1	21	6	0	0	0	0	0	0	0	0	0	0
2006	2	准确值增加18点	0	0	1	21	18	0	0	0	0	0	0	0	0	0	0
2006	3	准确值增加40点	0	0	1	21	40	0	0	0	0	0	0	0	0	0	0
2006	4	准确值增加75点	0	0	1	21	75	0	0	0	0	0	0	0	0	0	0
2006	5	准确值增加125点	0	0	1	21	125	0	0	0	0	0	0	0	0	0	0
2006	6	准确值增加200点	0	0	1	21	200	0	0	0	0	0	0	0	0	0	0
2006	7	准确值增加320点	0	0	1	21	320	0	0	0	0	0	0	0	0	0	0
2006	8	准确值增加480点	0	0	1	21	480	0	0	0	0	0	0	0	0	0	0
2006	9	准确值增加800点	0	0	1	21	800	0	0	0	0	0	0	0	0	0	0
2006	10	准确值增加1200点	0	0	1	21	1200	0	0	0	0	0	0	0	0	0	0
2007	1	全体暴击值增加3点,闪避值增加3点	0	0	1	14	3	18	3	0	0	0	0	0	0	0	0
2007	2	全体暴击值增加9点,闪避值增加9点	0	0	1	14	9	18	9	0	0	0	0	0	0	0	0
2007	3	全体暴击值增加20点,闪避值增加20点	0	0	1	14	20	18	20	0	0	0	0	0	0	0	0
2007	4	全体暴击值增加38点,闪避值增加38点	0	0	1	14	38	18	38	0	0	0	0	0	0	0	0
2007	5	全体暴击值增加63点,闪避值增加63点	0	0	1	14	63	18	63	0	0	0	0	0	0	0	0
2007	6	全体暴击值增加100点,闪避值增加100点	0	0	1	14	100	18	100	0	0	0	0	0	0	0	0
2007	7	全体暴击值增加160点,闪避值增加160点	0	0	1	14	160	18	160	0	0	0	0	0	0	0	0
2007	8	全体暴击值增加240点,闪避值增加240点	0	0	1	14	240	18	240	0	0	0	0	0	0	0	0
2007	9	全体暴击值增加400点,闪避值增加400点	0	0	1	14	400	18	400	0	0	0	0	0	0	0	0
2007	10	全体暴击值增加600点,闪避值增加600点	0	0	1	14	600	18	600	0	0	0	0	0	0	0	0
2008	1	闪避值增加6点	0	0	1	18	6	0	0	0	0	0	0	0	0	0	0
2008	2	闪避值增加18点	0	0	1	18	18	0	0	0	0	0	0	0	0	0	0
2008	3	闪避值增加40点	0	0	1	18	40	0	0	0	0	0	0	0	0	0	0
2008	4	闪避值增加75点	0	0	1	18	75	0	0	0	0	0	0	0	0	0	0
2008	5	闪避值增加125点	0	0	1	18	125	0	0	0	0	0	0	0	0	0	0
2008	6	闪避值增加200点	0	0	1	18	200	0	0	0	0	0	0	0	0	0	0
2008	7	闪避值增加320点	0	0	1	18	320	0	0	0	0	0	0	0	0	0	0
2008	8	闪避值增加480点	0	0	1	18	480	0	0	0	0	0	0	0	0	0	0
2008	9	闪避值增加800点	0	0	1	18	800	0	0	0	0	0	0	0	0	0	0
2008	10	闪避值增加1200点	0	0	1	18	1200	0	0	0	0	0	0	0	0	0	0
2009	1	暴击值增加6点	0	0	1	14	6	0	0	0	0	0	0	0	0	0	0
2009	2	暴击值增加18点	0	0	1	14	18	0	0	0	0	0	0	0	0	0	0
2009	3	暴击值增加40点	0	0	1	14	40	0	0	0	0	0	0	0	0	0	0
2009	4	暴击值增加75点	0	0	1	14	75	0	0	0	0	0	0	0	0	0	0
2009	5	暴击值增加125点	0	0	1	14	125	0	0	0	0	0	0	0	0	0	0
2009	6	暴击值增加200点	0	0	1	14	200	0	0	0	0	0	0	0	0	0	0
2009	7	暴击值增加320点	0	0	1	14	320	0	0	0	0	0	0	0	0	0	0
2009	8	暴击值增加480点	0	0	1	14	480	0	0	0	0	0	0	0	0	0	0
2009	9	暴击值增加800点	0	0	1	14	800	0	0	0	0	0	0	0	0	0	0
2009	10	暴击值增加1200点	0	0	1	14	1200	0	0	0	0	0	0	0	0	0	0
2010	1	准确值增加6点	0	0	1	21	6	0	0	0	0	0	0	0	0	0	0
2010	2	准确值增加18点	0	0	1	21	18	0	0	0	0	0	0	0	0	0	0
2010	3	准确值增加40点	0	0	1	21	40	0	0	0	0	0	0	0	0	0	0
2010	4	准确值增加75点	0	0	1	21	75	0	0	0	0	0	0	0	0	0	0
2010	5	准确值增加125点	0	0	1	21	125	0	0	0	0	0	0	0	0	0	0
2010	6	准确值增加200点	0	0	1	21	200	0	0	0	0	0	0	0	0	0	0
2010	7	准确值增加320点	0	0	1	21	320	0	0	0	0	0	0	0	0	0	0
2010	8	准确值增加480点	0	0	1	21	480	0	0	0	0	0	0	0	0	0	0
2010	9	准确值增加800点	0	0	1	21	800	0	0	0	0	0	0	0	0	0	0
2010	10	准确值增加1200点	0	0	1	21	1200	0	0	0	0	0	0	0	0	0	0
2011	1	全体暴击值增加3点,闪避值增加3点	0	0	1	14	3	18	3	0	0	0	0	0	0	0	0
2011	2	全体暴击值增加9点,闪避值增加9点	0	0	1	14	9	18	9	0	0	0	0	0	0	0	0
2011	3	全体暴击值增加20点,闪避值增加20点	0	0	1	14	20	18	20	0	0	0	0	0	0	0	0
2011	4	全体暴击值增加38点,闪避值增加38点	0	0	1	14	38	18	38	0	0	0	0	0	0	0	0
2011	5	全体暴击值增加63点,闪避值增加63点	0	0	1	14	63	18	63	0	0	0	0	0	0	0	0
2011	6	全体暴击值增加100点,闪避值增加100点	0	0	1	14	100	18	100	0	0	0	0	0	0	0	0
2011	7	全体暴击值增加160点,闪避值增加160点	0	0	1	14	160	18	160	0	0	0	0	0	0	0	0
2011	8	全体暴击值增加240点,闪避值增加240点	0	0	1	14	240	18	240	0	0	0	0	0	0	0	0
2011	9	全体暴击值增加400点,闪避值增加400点	0	0	1	14	400	18	400	0	0	0	0	0	0	0	0
2011	10	全体暴击值增加600点,闪避值增加600点	0	0	1	14	600	18	600	0	0	0	0	0	0	0	0
2012	1	helloworld\nhelloworld	0	0	1	46	5	0	0	0	0	0	0	0	0	0	0
2012	2	helloworld\nhelloworld	0	0	1	46	10	0	0	0	0	0	0	0	0	0	0
2012	3	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	4	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	5	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	6	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	7	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	8	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	9	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
2012	10	helloworld\nhelloworld	0	0	1	46	20	0	0	0	0	0	0	0	0	0	0
3001	1	法术强度增加6点	0	0	1	6	6	0	0	0	0	0	0	0	0	0	0
3001	2	法术强度增加18点	0	0	1	6	18	0	0	0	0	0	0	0	0	0	0
3001	3	法术强度增加40点	0	0	1	6	40	0	0	0	0	0	0	0	0	0	0
3001	4	法术强度增加75点	0	0	1	6	75	0	0	0	0	0	0	0	0	0	0
3001	5	法术强度增加125点	0	0	1	6	125	0	0	0	0	0	0	0	0	0	0
3001	6	法术强度增加200点	0	0	1	6	200	0	0	0	0	0	0	0	0	0	0
3001	7	法术强度增加320点	0	0	1	6	320	0	0	0	0	0	0	0	0	0	0
3001	8	法术强度增加480点	0	0	1	6	480	0	0	0	0	0	0	0	0	0	0
3001	9	法术强度增加800点	0	0	1	6	800	0	0	0	0	0	0	0	0	0	0
3001	10	法术强度增加1200点	0	0	1	6	1200	0	0	0	0	0	0	0	0	0	0
3002	1	受到攻击时,反弹受到伤害的3%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	2	受到攻击时,反弹受到伤害的6%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	3	受到攻击时,反弹受到伤害的9%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	4	受到攻击时,反弹受到伤害的12%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	5	受到攻击时,反弹受到伤害的15%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	6	受到攻击时,反弹受到伤害的18%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	7	受到攻击时,反弹受到伤害的21%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	8	受到攻击时,反弹受到伤害的24%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	9	受到攻击时,反弹受到伤害的27%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3002	10	受到攻击时,反弹受到伤害的30%给予攻击者	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3003	1	普通防御增加24点	0	0	1	47	24	0	0	0	0	0	0	0	0	0	0
3003	2	普通防御增加72点	0	0	1	47	72	0	0	0	0	0	0	0	0	0	0
3003	3	普通防御增加160点	0	0	1	47	160	0	0	0	0	0	0	0	0	0	0
3003	4	普通防御增加300点	0	0	1	47	300	0	0	0	0	0	0	0	0	0	0
3003	5	普通防御增加500点	0	0	1	47	500	0	0	0	0	0	0	0	0	0	0
3003	6	普通防御增加800点	0	0	1	47	800	0	0	0	0	0	0	0	0	0	0
3003	7	普通防御增加1280点	0	0	1	47	1280	0	0	0	0	0	0	0	0	0	0
3003	8	普通防御增加1920点	0	0	1	47	1920	0	0	0	0	0	0	0	0	0	0
3003	9	普通防御增加3200点	0	0	1	47	3200	0	0	0	0	0	0	0	0	0	0
3003	10	普通防御增加4800点	0	0	1	47	4800	0	0	0	0	0	0	0	0	0	0
3004	1	攻击目标并使其杀气下降15点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	2	攻击目标并使其杀气下降22点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	3	攻击目标并使其杀气下降29点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	4	攻击目标并使其杀气下降36点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	5	攻击目标并使其杀气下降43点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	6	攻击目标并使其杀气下降50点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	7	攻击目标并使其杀气下降57点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	8	攻击目标并使其杀气下降64点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	9	攻击目标并使其杀气下降71点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	10	攻击目标并使其杀气下降78点	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3005	1	暴击倍率增加1%	0	0	1	50	100	0	0	0	0	0	0	0	0	0	0
3005	2	暴击倍率增加2%	0	0	1	50	200	0	0	0	0	0	0	0	0	0	0
3005	3	暴击倍率增加3%	0	0	1	50	300	0	0	0	0	0	0	0	0	0	0
3005	4	暴击倍率增加4%	0	0	1	50	400	0	0	0	0	0	0	0	0	0	0
3005	5	暴击倍率增加6%	0	0	1	50	600	0	0	0	0	0	0	0	0	0	0
3005	6	暴击倍率增加8%	0	0	1	50	800	0	0	0	0	0	0	0	0	0	0
3005	7	暴击倍率增加11%	0	0	1	50	1100	0	0	0	0	0	0	0	0	0	0
3005	8	暴击倍率增加15%	0	0	1	50	1500	0	0	0	0	0	0	0	0	0	0
3005	9	暴击倍率增加22%	0	0	1	50	2200	0	0	0	0	0	0	0	0	0	0
3005	10	暴击倍率增加30%	0	0	1	50	3000	0	0	0	0	0	0	0	0	0	0
3006	1	初始怒气值增加1点	0	0	1	42	1	0	0	0	0	0	0	0	0	0	0
3006	2	初始怒气值增加2点	0	0	1	42	2	0	0	0	0	0	0	0	0	0	0
