Index	Name	AppendText	EffectText	IconAtlasID	IconID	ModelId	ArmourID	EffectID	AudioType	CareerShowType	PileAmount	ItemType	ItemSubType	QualityLevel	IsCanStore	IsCanBuy	ShopMoneyType	BuyPrice	IsCanDrop	IsCanSell	SellPrice	IsCanAuction	IsCanStrengthen	AuctionMoneyType	AuctionPrice	ItemLevel	TypeTag	UseType	EquipPos	ConsumeAmount	EffectScriptID	MajorRequire	MajorLevel	CareerExp	CareerRequire	UseLevelLimitLow	UseLevelLimitHigh	UseTarget	IsCanCombine	CombineCostAmount	CombineItemID	BindingType	MagicAttrType_6_0	MagicAttrValue_6_0	MagicAttrType_6_1	MagicAttrValue_6_1	MagicAttrType_6_2	MagicAttrValue_6_2	MagicAttrType_6_3	MagicAttrValue_6_3	MagicAttrType_6_4	MagicAttrValue_6_4	MagicAttrType_6_5	MagicAttrValue_6_5	GemAttrType	GemType	GemAttrValue	RequireEquipUseLevel	BaseAttrType	BaseAttrValue	IsCanExplode	StrengthenLevel	IsRandom	IsRandomAttr	IsNeedRelease	IsContainer	CTItemID_6_0	CTItemNum_6_0	CTItemID_6_1	CTItemNum_6_1	CTItemID_6_2	CTItemNum_6_2	CTItemID_6_3	CTItemNum_6_3	CTItemID_6_4	CTItemNum_6_4	CTItemID_6_5	CTItemNum_6_5	CTMoney_3_0	CTMoney_3_1	CTMoney_3_2	MaterialType	CardID	AddPhy	AddLoyal	AddHealth	SkillID	SpellID	BuffID	PetID	IsPetRandomAttr	MountID	MagicWeaponID	LockLevel	UnLockLevel
10011	百战指环	0	0	1180	12000196	0	0	0	0	0	1	2	13	2	0	0	1	669	0	0	168	1	1	0	0	10	1	2	4	0	0	0	0	0	0	10	0	1	0	0	0	2	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10012	百战护腕	0	0	1180	12000441	0	0	0	0	0	1	2	14	2	0	0	1	1836	0	0	459	1	1	0	0	10	1	2	5	0	0	0	0	0	0	10	0	1	0	0	0	2	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	22	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10013	百战战靴	0	0	1180	12000450	0	0	0	0	0	1	2	15	2	0	0	1	1416	0	0	354	1	1	0	0	10	1	2	6	0	0	0	0	0	0	10	0	1	0	0	0	2	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	百战巨斧	0	0	1160	12000212	201	0	0	0	1	1	1	1	2	0	0	1	3066	0	0	767	1	1	0	0	10	1	2	1	0	0	0	0	0	1	10	0	1	0	0	0	2	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	67	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10015	百战法杖	0	0	1160	12000223	202	0	0	0	3	1	1	3	2	0	0	1	3066	0	0	767	1	1	0	0	10	1	2	1	0	0	0	0	0	2	10	0	1	0	0	0	2	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	67	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	百战长弓	0	0	1160	12000235	203	0	0	0	2	1	1	2	2	0	0	1	3066	0	0	767	1	1	0	0	10	1	2	1	0	0	0	0	0	4	10	0	1	0	0	0	2	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	67	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	百战战甲	0	0	1180	12000142	0	2	0	0	0	1	2	11	3	0	0	1	3947	0	0	987	1	1	0	0	10	1	2	2	0	0	0	0	0	0	10	0	1	0	0	0	2	41	45	18	9	0	0	0	0	0	0	0	0	0	0	0	0	47	168	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10019	百战护符	0	0	1180	12000191	0	0	0	0	0	1	2	12	3	0	0	1	1973	0	0	494	1	1	0	0	10	1	2	3	0	0	0	0	0	0	10	0	1	0	0	0	2	15	7	5	8	0	0	0	0	0	0	0	0	0	0	0	0	41	315	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10020	百战指环	0	0	1180	12000196	0	0	0	0	0	1	2	13	3	0	0	1	1116	0	0	279	1	1	0	0	10	1	2	4	0	0	0	0	0	0	10	0	1	0	0	0	2	17	6	45	12	0	0	0	0	0	0	0	0	0	0	0	0	16	28	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10021	百战护腕	0	0	1180	12000441	0	0	0	0	0	1	2	14	3	0	0	1	3064	0	0	766	1	1	0	0	10	1	2	5	0	0	0	0	0	0	10	0	1	0	0	0	2	14	8	15	4	0	0	0	0	0	0	0	0	0	0	0	0	21	28	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10022	百战战靴	0	0	1180	12000450	0	0	0	0	0	1	2	15	3	0	0	1	2363	0	0	591	1	1	0	0	10	1	2	6	0	0	0	0	0	0	10	0	1	0	0	0	2	18	8	16	7	0	0	0	0	0	0	0	0	0	0	0	0	15	35	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10023	百战巨斧	0	0	1160	12000212	201	0	0	0	1	1	1	1	3	0	0	1	5115	0	0	1279	1	1	0	0	10	1	2	1	0	0	0	0	0	1	10	0	1	0	0	0	2	19	9	3	9	0	0	0	0	0	0	0	0	0	0	0	0	45	84	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10024	百战法杖	0	0	1160	12000223	202	0	0	0	3	1	1	3	3	0	0	1	5115	0	0	1279	1	1	0	0	10	1	2	1	0	0	0	0	0	2	10	0	1	0	0	0	2	19	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	45	84	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10025	百战长弓	0	0	1160	12000235	203	0	0	0	2	1	1	2	3	0	0	1	5115	0	0	1279	1	1	0	0	10	1	2	1	0	0	0	0	0	4	10	0	1	0	0	0	2	19	9	4	9	0	0	0	0	0	0	0	0	0	0	0	0	45	84	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10027	龙腾战甲	0	0	1180	12000143	0	3	0	0	0	1	2	11	2	0	0	1	5961	0	0	1491	1	1	0	0	20	1	2	2	0	0	0	0	0	0	20	0	1	0	0	0	2	41	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	268	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10028	龙腾护符	0	0	1180	12000192	0	0	0	0	0	1	2	12	2	0	0	1	2981	0	0	746	1	1	0	0	20	1	2	3	0	0	0	0	0	0	20	0	1	0	0	0	2	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	340	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10029	龙腾指环	0	0	1180	12000197	0	0	0	0	0	1	2	13	2	0	0	1	1686	0	0	422	1	1	0	0	20	1	2	4	0	0	0	0	0	0	20	0	1	0	0	0	2	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	45	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10030	龙腾护腕	0	0	1180	12000444	0	0	0	0	0	1	2	14	2	0	0	1	4628	0	0	1157	1	1	0	0	20	1	2	5	0	0	0	0	0	0	20	0	1	0	0	0	2	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	45	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10031	龙腾战靴	0	0	1180	12000453	0	0	0	0	0	1	2	15	2	0	0	1	3569	0	0	893	1	1	0	0	20	1	2	6	0	0	0	0	0	0	20	0	1	0	0	0	2	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	56	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10032	龙腾战斧	0	0	1160	12000216	301	0	0	0	1	1	1	1	2	0	0	1	7726	0	0	1932	1	1	0	0	20	1	2	1	0	0	0	0	0	1	20	0	1	0	0	0	2	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	134	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10033	龙腾法杖	0	0	1160	12000224	302	0	0	0	3	1	1	3	2	0	0	1	7726	0	0	1932	1	1	0	0	20	1	2	1	0	0	0	0	0	2	20	0	1	0	0	0	2	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	134	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10034	龙腾长弓	0	0	1160	12000236	303	0	0	0	2	1	1	2	2	0	0	1	7726	0	0	1932	1	1	0	0	20	1	2	1	0	0	0	0	0	4	20	0	1	0	0	0	2	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	134	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10036	龙腾战甲	0	0	1180	12000143	0	3	0	0	0	1	2	11	3	0	0	1	9946	0	0	2487	1	1	0	0	20	1	2	2	0	0	0	0	0	0	20	0	1	0	0	0	2	41	90	18	18	0	0	0	0	0	0	0	0	0	0	0	0	47	336	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10037	龙腾护符	0	0	1180	12000192	0	0	0	0	0	1	2	12	3	0	0	1	4973	0	0	1244	1	1	0	0	20	1	2	3	0	0	0	0	0	0	20	0	1	0	0	0	2	15	15	5	15	0	0	0	0	0	0	0	0	0	0	0	0	41	630	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10038	龙腾指环	0	0	1180	12000197	0	0	0	0	0	1	2	13	3	0	0	1	2814	0	0	704	1	1	0	0	20	1	2	4	0	0	0	0	0	0	20	0	1	0	0	0	2	17	10	45	28	0	0	0	0	0	0	0	0	0	0	0	0	16	56	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10039	龙腾护腕	0	0	1180	12000444	0	0	0	0	0	1	2	14	3	0	0	1	7721	0	0	1931	1	1	0	0	20	1	2	5	0	0	0	0	0	0	20	0	1	0	0	0	2	14	11	15	13	0	0	0	0	0	0	0	0	0	0	0	0	21	56	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10040	龙腾战靴	0	0	1180	12000453	0	0	0	0	0	1	2	15	3	0	0	1	5955	0	0	1489	1	1	0	0	20	1	2	6	0	0	0	0	0	0	20	0	1	0	0	0	2	18	15	16	15	0	0	0	0	0	0	0	0	0	0	0	0	15	70	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	龙腾战斧	0	0	1160	12000216	301	0	0	0	1	1	1	1	3	0	0	1	12891	0	0	3223	1	1	0	0	20	1	2	1	0	0	0	0	0	1	20	0	1	0	0	0	2	19	18	3	18	0	0	0	0	0	0	0	0	0	0	0	0	45	168	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10042	龙腾法杖	0	0	1160	12000224	302	0	0	0	3	1	1	3	3	0	0	1	12891	0	0	3223	1	1	0	0	20	1	2	1	0	0	0	0	0	2	20	0	1	0	0	0	2	19	18	6	18	0	0	0	0	0	0	0	0	0	0	0	0	45	168	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10043	龙腾长弓	0	0	1160	12000236	303	0	0	0	2	1	1	2	3	0	0	1	12891	0	0	3223	1	1	0	0	20	1	2	1	0	0	0	0	0	4	20	0	1	0	0	0	2	19	18	4	18	0	0	0	0	0	0	0	0	0	0	0	0	45	168	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10045	凤翔战甲	0	0	1180	12000144	0	4	0	0	0	1	2	11	2	0	0	1	11125	0	0	2782	1	1	0	0	30	1	2	2	0	0	0	0	0	0	30	0	1	0	0	0	2	41	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	480	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10046	凤翔护符	0	0	1180	12000193	0	0	0	0	0	1	2	12	2	0	0	1	5562	0	0	1391	1	1	0	0	30	1	2	3	0	0	0	0	0	0	30	0	1	0	0	0	2	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	600	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10047	凤翔指环	0	0	1180	12000199	0	0	0	0	0	1	2	13	2	0	0	1	3147	0	0	787	1	1	0	0	30	1	2	4	0	0	0	0	0	0	30	0	1	0	0	0	2	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	80	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10048	凤翔护腕	0	0	1180	12000446	0	0	0	0	0	1	2	14	2	0	0	1	8637	0	0	2160	1	1	0	0	30	1	2	5	0	0	0	0	0	0	30	0	1	0	0	0	2	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	80	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10049	凤翔战靴	0	0	1180	12000455	0	0	0	0	0	1	2	15	2	0	0	1	6660	0	0	1665	1	1	0	0	30	1	2	6	0	0	0	0	0	0	30	0	1	0	0	0	2	18	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	100	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	凤翔长刀	0	0	1160	12000214	401	0	0	0	1	1	1	1	2	0	0	1	14418	0	0	3605	1	1	0	0	30	1	2	1	0	0	0	0	0	1	30	0	1	0	0	0	2	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	240	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10051	凤翔法杖	0	0	1160	12000185	402	0	0	0	3	1	1	3	2	0	0	1	14418	0	0	3605	1	1	0	0	30	1	2	1	0	0	0	0	0	2	30	0	1	0	0	0	2	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	240	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10052	凤翔长弓	0	0	1160	12000239	403	0	0	0	2	1	1	2	2	0	0	1	14418	0	0	3605	1	1	0	0	30	1	2	1	0	0	0	0	0	4	30	0	1	0	0	0	2	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	240	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10054	凤翔战甲	0	0	1080	12000144	0	4	0	0	0	1	2	11	3	0	0	1	18563	0	0	4641	1	1	0	0	30	1	2	2	0	0	0	0	0	0	30	0	1	0	0	0	2	41	160	18	33	0	0	0	0	0	0	0	0	0	0	0	0	47	604	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10055	凤翔护符	0	0	1180	12000193	0	0	0	0	0	1	2	12	3	0	0	1	9281	0	0	2321	1	1	0	0	30	1	2	3	0	0	0	0	0	0	30	0	1	0	0	0	2	15	27	5	27	0	0	0	0	0	0	0	0	0	0	0	0	41	1140	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10056	凤翔指环	0	0	1180	12000199	0	0	0	0	0	1	2	13	3	0	0	1	5251	0	0	1313	1	1	0	0	30	1	2	4	0	0	0	0	0	0	30	0	1	0	0	0	2	17	23	45	42	0	0	0	0	0	0	0	0	0	0	0	0	16	100	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10057	凤翔护腕	0	0	1180	12000446	0	0	0	0	0	1	2	14	3	0	0	1	14411	0	0	3603	1	1	0	0	30	1	2	5	0	0	0	0	0	0	30	0	1	0	0	0	2	14	24	15	20	0	0	0	0	0	0	0	0	0	0	0	0	21	101	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10058	凤翔战靴	0	0	1180	12000455	0	0	0	0	0	1	2	15	3	0	0	1	11113	0	0	2779	1	1	0	0	30	1	2	6	0	0	0	0	0	0	30	0	1	0	0	0	2	18	29	16	25	0	0	0	0	0	0	0	0	0	0	0	0	15	126	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10059	凤翔长刀	0	0	1160	12000214	401	0	0	0	1	1	1	1	3	0	0	1	24058	0	0	6015	1	1	0	0	30	1	2	1	0	0	0	0	0	1	30	0	1	0	0	0	2	19	32	3	33	0	0	0	0	0	0	0	0	0	0	0	0	45	302	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10060	凤翔法杖	0	0	1160	12000185	402	0	0	0	3	1	1	3	3	0	0	1	24058	0	0	6015	1	1	0	0	30	1	2	1	0	0	0	0	0	2	30	0	1	0	0	0	2	19	32	6	33	0	0	0	0	0	0	0	0	0	0	0	0	45	302	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10061	凤翔长弓	0	0	1160	12000239	403	0	0	0	2	1	1	2	3	0	0	1	24058	0	0	6015	1	1	0	0	30	1	2	1	0	0	0	0	0	4	30	0	1	0	0	0	2	19	32	4	33	0	0	0	0	0	0	0	0	0	0	0	0	45	302	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10063	勇武战甲	0	0	1180	12000141	0	1	0	0	0	1	2	11	3	0	0	1	873	0	0	219	1	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	2	41	30	18	6	0	0	0	0	0	0	0	0	0	0	0	0	47	100	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10064	勇武护符	0	0	1180	12000190	0	0	0	0	0	1	2	12	3	0	0	1	436	0	0	109	1	1	0	0	1	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	2	15	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	41	192	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10065	勇武指环	0	0	1180	12000195	0	0	0	0	0	1	2	13	3	0	0	1	247	0	0	62	1	1	0	0	1	1	2	4	0	0	0	0	0	0	0	0	1	0	0	0	2	17	3	45	4	0	0	0	0	0	0	0	0	0	0	0	0	16	17	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10066	勇武护腕	0	0	1180	12000440	0	0	0	0	0	1	2	14	3	0	0	1	677	0	0	170	1	1	0	0	1	1	2	5	0	0	0	0	0	0	0	0	1	0	0	0	2	14	4	15	3	0	0	0	0	0	0	0	0	0	0	0	0	21	17	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10067	勇武战靴	0	0	1180	12000449	0	0	0	0	0	1	2	15	3	0	0	1	522	0	0	131	1	1	0	0	1	1	2	6	0	0	0	0	0	0	0	0	1	0	0	0	2	18	5	16	4	0	0	0	0	0	0	0	0	0	0	0	0	15	21	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
