EquipLevel	EquipColorLevel	StrengthenLevel	IsCanDecompose	Material_2_0	Min_2_0	Max_2_0	Material_2_1	Min_2_1	Max_2_1
50	1	8	0	0	0	0	0	0	0
50	1	9	0	0	0	0	0	0	0
50	1	10	0	0	0	0	0	0	0
50	2	1	1	57000	1	3	0	0	0
50	2	2	1	57000	2	4	0	0	0
50	2	3	1	57000	4	6	0	0	0
50	2	4	1	57000	6	8	0	0	0
50	2	5	1	57000	8	10	0	0	0
50	2	6	1	57000	10	12	0	0	0
50	2	7	1	57000	13	15	0	0	0
50	2	8	1	57000	16	18	0	0	0
50	2	9	1	57000	19	21	0	0	0
50	2	10	1	57000	23	25	0	0	0
50	3	1	1	57001	1	3	0	0	0
50	3	2	1	57001	2	4	0	0	0
50	3	3	1	57001	4	6	0	0	0
50	3	4	1	57001	6	8	0	0	0
50	3	5	1	57001	8	10	0	0	0
50	3	6	1	57001	10	12	0	0	0
50	3	7	1	57001	13	15	0	0	0
50	3	8	1	57001	16	18	0	0	0
50	3	9	1	57001	19	21	0	0	0
50	3	10	1	57001	23	25	0	0	0
50	4	1	1	57002	1	2	0	0	0
50	4	2	1	57002	2	3	0	0	0
50	4	3	1	57002	4	5	0	0	0
50	4	4	1	57002	6	7	0	0	0
50	4	5	1	57002	8	9	0	0	0
50	4	6	1	57002	10	11	0	0	0
50	4	7	1	57002	13	14	0	0	0
50	4	8	1	57002	16	17	0	0	0
50	4	9	1	57002	19	20	0	0	0
50	4	10	1	57002	23	24	0	0	0
50	5	1	1	57003	1	1	0	0	0
50	5	2	1	57003	2	2	0	0	0
50	5	3	1	57003	4	4	0	0	0
50	5	4	1	57003	6	6	0	0	0
50	5	5	1	57003	8	8	0	0	0
50	5	6	1	57003	10	10	0	0	0
50	5	7	1	57003	13	13	0	0	0
50	5	8	1	57003	16	16	0	0	0
50	5	9	1	57003	19	19	0	0	0
50	5	10	1	57003	23	23	0	0	0
50	6	1	1	57004	1	1	0	0	0
50	6	2	1	57004	2	2	0	0	0
50	6	3	1	57004	4	4	0	0	0
50	6	4	1	57004	6	6	0	0	0
50	6	5	1	57004	8	8	0	0	0
50	6	6	1	57004	10	10	0	0	0
50	6	7	1	57004	13	13	0	0	0
50	6	8	1	57004	16	16	0	0	0
50	6	9	1	57004	19	19	0	0	0
50	6	10	1	57004	23	23	0	0	0
60	1	1	0	0	0	0	0	0	0
60	1	2	0	0	0	0	0	0	0
60	1	3	0	0	0	0	0	0	0
60	1	4	0	0	0	0	0	0	0
60	1	5	0	0	0	0	0	0	0
60	1	6	0	0	0	0	0	0	0
60	1	7	0	0	0	0	0	0	0
60	1	8	0	0	0	0	0	0	0
60	1	9	0	0	0	0	0	0	0
60	1	10	0	0	0	0	0	0	0
60	2	1	1	57000	1	3	0	0	0
60	2	2	1	57000	2	4	0	0	0
60	2	3	1	57000	4	6	0	0	0
60	2	4	1	57000	6	8	0	0	0
60	2	5	1	57000	8	10	0	0	0
60	2	6	1	57000	10	12	0	0	0
60	2	7	1	57000	13	15	0	0	0
60	2	8	1	57000	16	18	0	0	0
60	2	9	1	57000	19	21	0	0	0
60	2	10	1	57000	23	25	0	0	0
60	3	1	1	57001	1	3	0	0	0
60	3	2	1	57001	2	4	0	0	0
60	3	3	1	57001	4	6	0	0	0
60	3	4	1	57001	6	8	0	0	0
60	3	5	1	57001	8	10	0	0	0
60	3	6	1	57001	10	12	0	0	0
60	3	7	1	57001	13	15	0	0	0
60	3	8	1	57001	16	18	0	0	0
60	3	9	1	57001	19	21	0	0	0
60	3	10	1	57001	23	25	0	0	0
60	4	1	1	57002	1	2	0	0	0
60	4	2	1	57002	2	3	0	0	0
60	4	3	1	57002	4	5	0	0	0
60	4	4	1	57002	6	7	0	0	0
60	4	5	1	57002	8	9	0	0	0
60	4	6	1	57002	10	11	0	0	0
60	4	7	1	57002	13	14	0	0	0
60	4	8	1	57002	16	17	0	0	0
60	4	9	1	57002	19	20	0	0	0
60	4	10	1	57002	23	24	0	0	0
60	5	1	1	57003	1	1	0	0	0
60	5	2	1	57003	2	2	0	0	0
60	5	3	1	57003	4	4	0	0	0
60	5	4	1	57003	6	6	0	0	0
60	5	5	1	57003	8	8	0	0	0
60	5	6	1	57003	10	10	0	0	0
60	5	7	1	57003	13	13	0	0	0
60	5	8	1	57003	16	16	0	0	0
60	5	9	1	57003	19	19	0	0	0
60	5	10	1	57003	23	23	0	0	0
60	6	1	1	57004	1	1	0	0	0
60	6	2	1	57004	2	2	0	0	0
60	6	3	1	57004	4	4	0	0	0
60	6	4	1	57004	6	6	0	0	0
60	6	5	1	57004	8	8	0	0	0
60	6	6	1	57004	10	10	0	0	0
60	6	7	1	57004	13	13	0	0	0
60	6	8	1	57004	16	16	0	0	0
60	6	9	1	57004	19	19	0	0	0
60	6	10	1	57004	23	23	0	0	0
70	1	1	0	0	0	0	0	0	0
70	1	2	0	0	0	0	0	0	0
70	1	3	0	0	0	0	0	0	0
70	1	4	0	0	0	0	0	0	0
70	1	5	0	0	0	0	0	0	0
70	1	6	0	0	0	0	0	0	0
70	1	7	0	0	0	0	0	0	0
70	1	8	0	0	0	0	0	0	0
70	1	9	0	0	0	0	0	0	0
70	1	10	0	0	0	0	0	0	0
70	2	1	1	57000	1	3	0	0	0
70	2	2	1	57000	2	4	0	0	0
70	2	3	1	57000	4	6	0	0	0
70	2	4	1	57000	6	8	0	0	0
70	2	5	1	57000	8	10	0	0	0
70	2	6	1	57000	10	12	0	0	0
70	2	7	1	57000	13	15	0	0	0
70	2	8	1	57000	16	18	0	0	0
70	2	9	1	57000	19	21	0	0	0
70	2	10	1	57000	23	25	0	0	0
70	3	1	1	57001	1	3	0	0	0
70	3	2	1	57001	2	4	0	0	0
70	3	3	1	57001	4	6	0	0	0
70	3	4	1	57001	6	8	0	0	0
70	3	5	1	57001	8	10	0	0	0
70	3	6	1	57001	10	12	0	0	0
70	3	7	1	57001	13	15	0	0	0
70	3	8	1	57001	16	18	0	0	0
70	3	9	1	57001	19	21	0	0	0
70	3	10	1	57001	23	25	0	0	0
70	4	1	1	57002	1	2	0	0	0
70	4	2	1	57002	2	3	0	0	0
70	4	3	1	57002	4	5	0	0	0
70	4	4	1	57002	6	7	0	0	0
70	4	5	1	57002	8	9	0	0	0
70	4	6	1	57002	10	11	0	0	0
70	4	7	1	57002	13	14	0	0	0
70	4	8	1	57002	16	17	0	0	0
70	4	9	1	57002	19	20	0	0	0
70	4	10	1	57002	23	24	0	0	0
70	5	1	1	57003	1	1	0	0	0
70	5	2	1	57003	2	2	0	0	0
70	5	3	1	57003	4	4	0	0	0
70	5	4	1	57003	6	6	0	0	0
70	5	5	1	57003	8	8	0	0	0
70	5	6	1	57003	10	10	0	0	0
70	5	7	1	57003	13	13	0	0	0
70	5	8	1	57003	16	16	0	0	0
70	5	9	1	57003	19	19	0	0	0
70	5	10	1	57003	23	23	0	0	0
70	6	1	1	57004	1	1	0	0	0
70	6	2	1	57004	2	2	0	0	0
70	6	3	1	57004	4	4	0	0	0
70	6	4	1	57004	6	6	0	0	0
70	6	5	1	57004	8	8	0	0	0
70	6	6	1	57004	10	10	0	0	0
70	6	7	1	57004	13	13	0	0	0
70	6	8	1	57004	16	16	0	0	0
70	6	9	1	57004	19	19	0	0	0
70	6	10	1	57004	23	23	0	0	0
80	1	1	0	0	0	0	0	0	0
80	1	2	0	0	0	0	0	0	0
80	1	3	0	0	0	0	0	0	0
80	1	4	0	0	0	0	0	0	0
80	1	5	0	0	0	0	0	0	0
80	1	6	0	0	0	0	0	0	0
80	1	7	0	0	0	0	0	0	0
80	1	8	0	0	0	0	0	0	0
80	1	9	0	0	0	0	0	0	0
80	1	10	0	0	0	0	0	0	0
80	2	1	1	57000	2	3	0	0	0
80	2	2	1	57000	3	4	0	0	0
80	2	3	1	57000	5	6	0	0	0
80	2	4	1	57000	7	8	0	0	0
80	2	5	1	57000	9	10	0	0	0
80	2	6	1	57000	11	12	0	0	0
80	2	7	1	57000	14	15	0	0	0
80	2	8	1	57000	17	18	0	0	0
80	2	9	1	57000	20	21	0	0	0
80	2	10	1	57000	24	25	0	0	0
80	3	1	1	57001	2	3	0	0	0
80	3	2	1	57001	3	4	0	0	0
80	3	3	1	57001	5	6	0	0	0
80	3	4	1	57001	7	8	0	0	0
80	3	5	1	57001	9	10	0	0	0
80	3	6	1	57001	11	12	0	0	0
80	3	7	1	57001	14	15	0	0	0
80	3	8	1	57001	17	18	0	0	0
80	3	9	1	57001	20	21	0	0	0
80	3	10	1	57001	24	25	0	0	0
80	4	1	1	57002	1	3	0	0	0
80	4	2	1	57002	2	4	0	0	0
80	4	3	1	57002	4	6	0	0	0
80	4	4	1	57002	6	8	0	0	0
80	4	5	1	57002	8	10	0	0	0
80	4	6	1	57002	10	12	0	0	0
80	4	7	1	57002	13	15	0	0	0
80	4	8	1	57002	16	18	0	0	0
80	4	9	1	57002	19	21	0	0	0
80	4	10	1	57002	23	25	0	0	0
80	5	1	1	57003	1	2	0	0	0
80	5	2	1	57003	2	3	0	0	0
80	5	3	1	57003	4	5	0	0	0
80	5	4	1	57003	6	7	0	0	0
80	5	5	1	57003	8	9	0	0	0
80	5	6	1	57003	10	11	0	0	0
80	5	7	1	57003	13	14	0	0	0
80	5	8	1	57003	16	17	0	0	0
80	5	9	1	57003	19	20	0	0	0
80	5	10	1	57003	23	24	0	0	0
80	6	1	1	57004	1	1	0	0	0
80	6	2	1	57004	2	2	0	0	0
80	6	3	1	57004	4	4	0	0	0
80	6	4	1	57004	6	6	0	0	0
80	6	5	1	57004	8	8	0	0	0
80	6	6	1	57004	10	10	0	0	0
80	6	7	1	57004	13	13	0	0	0
80	6	8	1	57004	16	16	0	0	0
80	6	9	1	57004	19	19	0	0	0
80	6	10	1	57004	23	23	0	0	0
90	1	1	0	0	0	0	0	0	0
90	1	2	0	0	0	0	0	0	0
90	1	3	0	0	0	0	0	0	0
90	1	4	0	0	0	0	0	0	0
90	1	5	0	0	0	0	0	0	0
90	1	6	0	0	0	0	0	0	0
90	1	7	0	0	0	0	0	0	0
90	1	8	0	0	0	0	0	0	0
90	1	9	0	0	0	0	0	0	0
90	1	10	0	0	0	0	0	0	0
90	2	1	1	57000	2	3	0	0	0
90	2	2	1	57000	3	4	0	0	0
90	2	3	1	57000	5	6	0	0	0
90	2	4	1	57000	7	8	0	0	0
90	2	5	1	57000	9	10	0	0	0
90	2	6	1	57000	11	12	0	0	0
90	2	7	1	57000	14	15	0	0	0
90	2	8	1	57000	17	18	0	0	0
90	2	9	1	57000	20	21	0	0	0
90	2	10	1	57000	24	25	0	0	0
90	3	1	1	57001	2	3	0	0	0
90	3	2	1	57001	3	4	0	0	0
90	3	3	1	57001	5	6	0	0	0
90	3	4	1	57001	7	8	0	0	0
90	3	5	1	57001	9	10	0	0	0
90	3	6	1	57001	11	12	0	0	0
90	3	7	1	57001	14	15	0	0	0
90	3	8	1	57001	17	18	0	0	0
90	3	9	1	57001	20	21	0	0	0
90	3	10	1	57001	24	25	0	0	0
90	4	1	1	57002	1	3	0	0	0
90	4	2	1	57002	2	4	0	0	0
90	4	3	1	57002	4	6	0	0	0
90	4	4	1	57002	6	8	0	0	0
90	4	5	1	57002	8	10	0	0	0
90	4	6	1	57002	10	12	0	0	0
90	4	7	1	57002	13	15	0	0	0
90	4	8	1	57002	16	18	0	0	0
90	4	9	1	57002	19	21	0	0	0
90	4	10	1	57002	23	25	0	0	0
90	5	1	1	57003	1	2	0	0	0
90	5	2	1	57003	2	3	0	0	0
90	5	3	1	57003	4	5	0	0	0
90	5	4	1	57003	6	7	0	0	0
90	5	5	1	57003	8	9	0	0	0
90	5	6	1	57003	10	11	0	0	0
90	5	7	1	57003	13	14	0	0	0
90	5	8	1	57003	16	17	0	0	0
90	5	9	1	57003	19	20	0	0	0
90	5	10	1	57003	23	24	0	0	0
90	6	1	1	57004	1	1	0	0	0
90	6	2	1	57004	2	2	0	0	0
90	6	3	1	57004	4	4	0	0	0
90	6	4	1	57004	6	6	0	0	0
90	6	5	1	57004	8	8	0	0	0
90	6	6	1	57004	10	10	0	0	0
90	6	7	1	57004	13	13	0	0	0
90	6	8	1	57004	16	16	0	0	0
90	6	9	1	57004	19	19	0	0	0
90	6	10	1	57004	23	23	0	0	0
100	1	1	0	0	0	0	0	0	0
100	1	2	0	0	0	0	0	0	0
100	1	3	0	0	0	0	0	0	0
100	1	4	0	0	0	0	0	0	0
100	1	5	0	0	0	0	0	0	0
100	1	6	0	0	0	0	0	0	0
100	1	7	0	0	0	0	0	0	0
100	1	8	0	0	0	0	0	0	0
100	1	9	0	0	0	0	0	0	0
100	1	10	0	0	0	0	0	0	0
100	2	1	1	57000	2	3	0	0	0
100	2	2	1	57000	3	4	0	0	0
100	2	3	1	57000	5	6	0	0	0
100	2	4	1	57000	7	8	0	0	0
100	2	5	1	57000	9	10	0	0	0
100	2	6	1	57000	11	12	0	0	0
100	2	7	1	57000	14	15	0	0	0
100	2	8	1	57000	17	18	0	0	0
100	2	9	1	57000	20	21	0	0	0
100	2	10	1	57000	24	25	0	0	0
100	3	1	1	57001	2	3	0	0	0
100	3	2	1	57001	3	4	0	0	0
100	3	3	1	57001	5	6	0	0	0
100	3	4	1	57001	7	8	0	0	0
100	3	5	1	57001	9	10	0	0	0
100	3	6	1	57001	11	12	0	0	0
100	3	7	1	57001	14	15	0	0	0
100	3	8	1	57001	17	18	0	0	0
100	3	9	1	57001	20	21	0	0	0
100	3	10	1	57001	24	25	0	0	0
100	4	1	1	57002	1	3	0	0	0
100	4	2	1	57002	2	4	0	0	0
100	4	3	1	57002	4	6	0	0	0
100	4	4	1	57002	6	8	0	0	0
100	4	5	1	57002	8	10	0	0	0
100	4	6	1	57002	10	12	0	0	0
100	4	7	1	57002	13	15	0	0	0
100	4	8	1	57002	16	18	0	0	0
100	4	9	1	57002	19	21	0	0	0
100	4	10	1	57002	23	25	0	0	0
100	5	1	1	57003	1	2	0	0	0
100	5	2	1	57003	2	3	0	0	0
100	5	3	1	57003	4	5	0	0	0
100	5	4	1	57003	6	7	0	0	0
100	5	5	1	57003	8	9	0	0	0
100	5	6	1	57003	10	11	0	0	0
100	5	7	1	57003	13	14	0	0	0
100	5	8	1	57003	16	17	0	0	0
100	5	9	1	57003	19	20	0	0	0
100	5	10	1	57003	23	24	0	0	0
100	6	1	1	57004	1	1	0	0	0
100	6	2	1	57004	2	2	0	0	0
100	6	3	1	57004	4	4	0	0	0
100	6	4	1	57004	6	6	0	0	0
100	6	5	1	57004	8	8	0	0	0
100	6	6	1	57004	10	10	0	0	0
100	6	7	1	57004	13	13	0	0	0
100	6	8	1	57004	16	16	0	0	0
100	6	9	1	57004	19	19	0	0	0
100	6	10	1	57004	23	23	0	0	0
110	1	1	0	0	0	0	0	0	0
110	1	2	0	0	0	0	0	0	0
110	1	3	0	0	0	0	0	0	0
110	1	4	0	0	0	0	0	0	0
