Index	Name	Title	ModelId	Zoom	Chartlet	Head	Color	Radius	Race	Sex	Type	Level	OfficeLevel	Exp	IsDynamic	BattleSkill_3_0	BattleSkillLevel_3_0	BattleSkill_3_1	BattleSkillLevel_3_1	BattleSkill_3_2	BattleSkillLevel_3_2	PassiveSkill_5_0	PassiveSkillLevel_5_0	PassiveSkill_5_1	PassiveSkillLevel_5_1	PassiveSkill_5_2	PassiveSkillLevel_5_2	PassiveSkill_5_3	PassiveSkillLevel_5_3	PassiveSkill_5_4	PassiveSkillLevel_5_4	MaxHp	InitAngerValue	MaxAngerValue	AngerGet	QuestDrop_3_0	QuestDrop_3_1	QuestDrop_3_2	TCDrop	FirstBossTCDrop
2103501	岩怪	0	73010	1	0	0	0	1	0	0	2	35	1	595	1	1021	1	0	0	40022	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	2009	0
2103502	岩怪	0	73011	1.1	0	0	0	1	0	0	2	35	1	595	1	1021	1	0	0	40023	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	2009	0
2103503	火妖兽	0	73183	1	0	0	0	1	0	0	2	35	1	595	1	1441	1	0	0	40441	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	2006	2006
2103504	岩怪	0	73009	1	0	0	0	1	0	0	2	35	1	595	1	1021	1	0	0	40022	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	2009	0
2103601	石生兽	0	73100	1	0	0	0	1	0	0	2	36	1	620	1	1261	1	0	0	40243	1	65535	1	0	0	0	0	0	0	0	0	2320	40	100	20	0	0	0	2009	0
2103602	岩魔	0	73012	1.3	0	0	0	1	0	0	2	36	1	620	1	1021	1	0	0	40024	1	65535	1	0	0	0	0	0	0	0	0	2320	40	100	20	0	0	0	2009	0
2103603	赤眼妖	0	73057	1	0	0	0	1	0	0	4	35	3	595	1	1131	1	0	0	40351	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	4013	4016
2103701	火娃	0	73213	1	0	0	0	1	0	0	2	37	1	645	1	1371	1	0	0	40371	1	65535	1	0	0	0	0	0	0	0	0	2440	40	100	20	0	0	0	2009	0
2103702	红孩儿	0	73214	1.2	0	0	0	1	0	0	2	37	1	645	1	1091	1	0	0	40091	1	65535	1	0	0	0	0	0	0	0	0	2440	40	100	20	0	0	0	2009	0
2103801	火牛	0	73119	1	0	0	0	1	0	0	2	38	1	670	1	1281	1	0	0	40261	1	65535	1	0	0	0	0	0	0	0	0	2560	40	100	20	0	0	0	3012	0
2103802	火焰兽	0	73093	1	0	0	0	1	0	0	4	38	1	670	1	1241	1	0	0	40221	1	65535	1	0	0	0	0	0	0	0	0	2560	40	100	20	0	0	0	4061	4064
2104001	火麒麟	0	73095	1.3	0	0	0	1	0	0	4	40	3	725	1	1241	1	0	0	40221	1	65535	1	0	0	0	0	0	0	0	0	2800	40	100	20	0	0	0	4061	4064
9000001	南山大王	0	73030	1	0	0	0	1	0	0	2	10	1	95	1	5001	1	0	0	50001	1	65535	1	59001	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000002	危月燕	0	73087	1	0	0	0	1	0	0	2	10	1	95	1	5002	1	0	0	50011	1	65535	1	59002	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000003	蛤蟆精	0	73178	1	0	0	0	1	0	0	2	10	1	95	1	5003	1	0	0	50021	1	65535	1	59003	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000004	火猪	0	73090	1	0	0	0	1	0	0	2	10	1	95	1	5004	1	0	0	50031	1	65535	1	59004	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000005	逍遥子	0	73217	1	0	0	0	1	0	0	2	10	1	95	1	5005	1	0	0	50041	1	65535	1	59005	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000006	岩石怪	0	73154	1	0	0	0	1	0	0	2	10	1	95	1	5006	1	0	0	50051	1	65535	1	59006	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000007	鲤鱼精	0	73198	1	0	0	0	1	0	0	2	10	1	95	1	5007	1	0	0	50061	1	65535	1	59007	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000008	花妖	0	73186	1	0	0	0	1	0	0	2	10	1	95	1	5008	1	0	0	50071	1	65535	1	59008	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000009	白熊怪	0	73146	1	0	0	0	1	0	0	2	10	1	95	1	5009	1	0	0	50081	1	65535	1	59009	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000010	白骨娘娘	0	73210	1	0	0	0	1	0	0	2	10	1	95	1	5010	1	0	0	50091	1	65535	1	59010	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000011	苍火长老	0	73130	1	0	0	0	1	0	0	2	10	1	95	1	5011	1	0	0	50101	1	65535	1	59011	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000012	火麒麟	0	73094	1	0	0	0	1	0	0	2	10	1	95	1	5012	1	0	0	50111	1	65535	1	59012	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000013	梼杌	0	73138	1	0	0	0	1	0	0	2	10	1	95	1	5013	1	0	0	50121	1	65535	1	59013	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000014	水貐	0	73097	1	0	0	0	1	0	0	2	10	1	95	1	5014	1	0	0	50131	1	65535	1	59014	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000015	冰魄怪	0	73150	1	0	0	0	1	0	0	2	10	1	95	1	5015	1	0	0	50141	1	65535	1	59015	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000016	越来峰	0	73012	1	0	0	0	1	0	0	2	10	1	95	1	5016	1	0	0	50151	1	65535	1	59016	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
9000017	火娃	0	73213	1	0	0	0	1	0	0	2	10	1	95	1	5017	1	0	0	50161	1	65535	1	59017	1	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
101	刹尸虎	0	73001	1	0	0	0	1	0	0	2	1	1	10	1	1001	1	0	0	40001	1	65535	1	0	0	0	0	0	0	0	0	65	60	100	20	0	0	0	2000	0
102	异兽狰	0	73031	2	0	0	0	1	0	0	2	10	1	95	1	5001	1	0	0	50001	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
103	朱厌	0	73007	1	0	0	0	1	0	0	2	5	1	50	1	1011	1	0	0	40011	1	65535	1	0	0	0	0	0	0	0	0	150	40	100	20	0	0	0	2000	0
104	战朱厌	0	73008	1	0	0	0	1	0	0	2	5	1	50	1	1011	1	0	0	40011	1	65535	1	0	0	0	0	0	0	0	0	150	40	100	20	0	0	0	2000	0
105	辟邪	0	73046	2	0	0	0	1	0	0	2	19	1	145	1	1101	1	0	0	40341	1	65535	1	0	0	0	0	0	0	0	0	518	40	100	20	0	0	0	2003	0
106	山精	0	73054	1	0	0	0	1	0	0	2	40	1	95	1	1421	1	0	0	40421	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	2012
107	山精	0	73053	1	0	0	0	1	0	0	2	40	1	95	1	1421	1	0	0	40421	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	2012
108	烛九阴	0	73057	2	0	0	0	1	0	0	4	35	3	595	1	1131	1	0	0	40351	1	65535	1	0	0	0	0	0	0	0	0	2200	40	100	20	0	0	0	4013	4016
109	藤妖	0	73185	1	0	0	0	1	0	0	2	12	1	75	1	1451	1	0	0	40451	1	65535	1	0	0	0	0	0	0	0	0	335	40	100	20	0	0	0	2003	0
110	魔晶怪	0	73151	1	0	0	0	1	0	0	2	32	1	520	1	1351	1	0	0	40331	1	65535	1	0	0	0	0	0	0	0	0	1840	40	100	20	0	0	0	2009	0
111	烛龙	0	73081	2	0	0	0	1	0	0	2	43	1	815	1	1201	1	0	0	40181	1	65535	1	0	0	0	0	0	0	0	0	3400	40	100	20	120106	0	0	4025	4028
112	奢比尸	0	73245	1	0	0	0	1	0	0	2	40	1	95	1	1601	1	0	0	40601	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	0
