Index	Name	Title	ModelId	Zoom	Chartlet	Color	MoveType	MoveSpeed	RunSpeed	TurnSpeed	Height	FollowRadius	AttackRadius	SeeRadius	GroupType	MonID_10_0	MonID_10_1	MonID_10_2	MonID_10_3	MonID_10_4	MonID_10_5	MonID_10_6	MonID_10_7	MonID_10_8	MonID_10_9
33	赤冠蛇	0	73172	1	0	0	1	3	7	0	0	20	2	7	1	0	2101002	2101004	2101002	0	0	0	0	0	0
34	纹蛇	0	73170	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101002	0	2101101	0	2101101	0	0	0
35	沼泽火蜥	0	73048	1	0	0	1	3	7	0	0	20	2	7	1	0	2101006	2101102	2101102	0	0	0	0	0	0
36	火蜥幼兽	0	73047	1	0	0	1	3	7	0	0	20	2	7	1	0	2101102	2101102	0	0	2101402	0	0	0	0
37	翼赤蝠	0	73065	1	0	0	1	3	7	0	0	20	2	7	1	0	2101005	2101202	0	2101101	0	0	0	0	0
38	火蜥幼兽	0	73047	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101004	0	2101102	2101102	0	0	0	0
39	毒娘子	0	73186	1.4	0	0	1	3	7	0	0	20	2	7	2	0	2101003	2101003	0	0	2101201	0	0	0	0
40	帝女蛛	0	73042	1	0	0	1	3	7	0	0	20	2	7	1	0	2101004	0	0	2101003	2101003	0	0	0	0
41	赤冠蛇	0	73172	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101003	0	2101002	0	2101002	0	0	0
42	蟒精	0	73080	1	0	0	1	3	7	0	0	20	2	7	1	0	2101101	0	2101101	0	2101301	0	0	0	0
43	纹蛇	0	73170	1	0	0	1	3	7	0	0	20	2	7	1	0	2101202	2101101	2101202	0	0	0	0	0	0
44	毒雾娘	0	73185	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101006	0	2101402	0	2101402	0	0	0
45	毒蟾精	0	73177	1	0	0	1	3	7	0	0	20	2	7	1	0	2101401	2101005	0	2101005	0	0	0	0	0
46	翼赤蝠	0	73065	1	0	0	1	3	7	0	0	20	2	7	1	0	2101301	2101301	0	0	2101202	0	0	0	0
47	毒蟾精	0	73177	1	0	0	1	3	7	0	0	20	2	7	1	0	2101401	2101401	0	2101401	0	0	0	0	0
48	金不唤	0	73180	2	0	0	1	3	7	0	0	20	2	7	2	0	2101401	2101401	0	0	2101501	0	0	0	0
49	蜥蜴护卫	0	73049	1	0	0	1	3	7	0	0	20	2	7	1	0	2101503	2101503	2101503	0	0	0	0	0	0
50	护殿神蜥	0	73050	1	0	0	1	3	7	0	0	20	2	7	1	0	2101502	2101502	2101502	0	0	0	0	0	0
51	水将军	0	73049	1.4	0	0	1	3	7	0	0	20	2	7	1	0	2101503	2101504	2101503	0	0	0	0	0	0
52	大飞灵	0	73234	1	0	0	1	3	7	0	0	20	2	7	1	0	0	0	2101602	2101602	0	2101602	0	0	0
53	小飞龙	0	73233	1	0	0	1	3	7	0	0	20	2	7	1	0	0	0	2101601	2101601	0	2101601	0	0	0
54	蓝龙绯羽	0	73233	1.3	0	0	1	3	7	0	0	20	2	7	1	0	0	0	2101603	2101601	0	2101601	0	0	0
55	异兽紫貐	0	73097	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101701	2101701	0	0	2101701	0	0	0
56	异兽蓝貐	0	73098	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2101702	2101702	0	0	2101702	0	0	0
57	貐王	0	73099	1.3	0	0	1	3	7	0	0	20	2	7	1	0	0	2101702	2101702	0	0	2101703	0	0	0
58	灵虎	0	73138	1	0	0	1	3	7	0	0	20	2	7	1	0	2101801	0	2101801	0	2101801	0	0	0	0
59	虎英	0	73139	1	0	0	1	3	7	0	0	20	2	7	1	0	2101802	0	2101802	0	2101802	0	0	0	0
60	白圣王	0	73139	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2101801	0	2101801	0	2101803	0	0	0	0
61	鹿灵	0	73046	1	0	0	1	3	7	0	0	20	2	7	1	0	2101902	2101902	0	2101902	0	0	0	0	0
62	豹灵	0	73031	1	0	0	1	3	7	0	0	20	2	7	1	0	2101901	2101901	0	2101901	0	0	0	0	0
63	角王	0	73046	1.3	0	0	1	3	7	0	0	20	2	7	1	0	0	2101903	0	2101901	0	2101901	0	0	0
64	大飞灵	0	73233	1	0	0	1	3	7	0	0	20	2	7	1	0	2101602	2101602	2101602	0	0	0	0	0	0
65	虎英	0	73139	1	0	0	1	3	7	0	0	20	2	7	1	0	0	0	2101802	2101802	0	2101802	0	0	0
66	危月燕	0	73088	1.8	0	0	1	3	7	0	0	20	2	7	2	0	0	2101502	0	0	2101502	0	0	2302001	0
67	守卫甲	0	73165	1	0	0	1	3	7	0	0	20	2	7	1	0	2102003	2102002	2102003	2102006	0	2102006	0	0	0
68	监狱暴徒	0	73071	1	0	0	1	3	7	0	0	20	2	7	1	0	2102006	2102002	2102002	0	2102004	2102004	0	0	0
69	守卫乙	0	73168	1	0	0	1	3	7	0	0	20	2	7	1	0	2102006	2102005	2102006	2102003	0	2102004	0	0	0
70	监狱死囚	0	73193	1	0	0	1	3	7	0	0	20	2	7	1	0	2102102	2102005	2102102	2102006	0	2102006	0	0	0
71	监狱暴徒	0	73029	1	0	0	1	3	7	0	0	20	2	7	1	0	2102004	2102103	2102006	2102005	2102005	0	0	0	0
72	牢头甲	0	73164	1	0	0	1	3	7	0	0	20	2	7	1	0	2102003	0	2102003	2102002	2102101	2102002	0	0	0
73	守卫乙	0	73168	1	0	0	1	3	7	0	0	20	2	7	1	0	2102002	0	2102002	2102004	2102004	2102004	0	0	0
74	噬心魔女	0	73160	1	0	0	1	3	7	0	0	20	2	7	1	0	2102103	0	2102103	2102003	2102202	2102004	0	0	0
75	监狱暴徒	0	73039	1	0	0	1	3	7	0	0	20	2	7	1	0	2102102	2102201	2102102	2102005	2102103	0	0	0	0
76	牢头乙	0	73163	1	0	0	1	3	7	0	0	20	2	7	1	0	2102201	2102103	2102201	2102102	2102301	0	0	0	0
77	监狱死囚	0	73193	1	0	0	1	3	7	0	0	20	2	7	1	0	2102102	2102005	2102102	2102202	0	2102202	0	0	0
78	监狱重犯	0	73119	1	0	0	1	3	7	0	0	20	2	7	1	0	2102202	2102201	2102202	2102004	2102003	0	0	0	0
79	守卫甲	0	73165	1	0	0	1	3	7	0	0	20	2	7	1	0	2102003	0	2102003	2102002	2102301	2102002	0	0	0
80	牢头甲	0	73164	1	0	0	1	3	7	0	0	20	2	7	1	0	2102201	2102103	2102201	2102202	2102101	0	0	0	0
81	监狱暴徒	0	73039	1	0	0	1	3	7	0	0	20	2	7	1	0	2102005	2102102	2102005	2102006	2102006	0	0	0	0
82	牢头乙	0	73163	1	0	0	1	3	7	0	0	20	2	7	1	0	2102103	2102102	2102103	2102002	2102301	0	0	0	0
83	监狱重犯	0	73119	1	0	0	1	3	7	0	0	20	2	7	1	0	2102006	2102201	2102103	2102006	2102202	0	0	0	0
84	地狱咆哮	0	73148	2	0	0	1	3	7	0	0	20	2	7	2	0	2102003	2102004	0	2102005	2302501	2102005	0	0	0
85	长刀兵魂	0	73121	1	0	0	1	3	7	0	0	20	2	7	1	0	2102605	2102601	2102605	2102602	0	2102602	0	0	0
86	盾甲兵魂	0	73125	1	0	0	1	3	7	0	0	20	2	7	1	0	2102606	2102604	2102601	0	2102606	2102602	0	0	0
87	把总军魂	0	73127	1.1	0	0	1	3	7	0	0	20	2	7	1	0	0	2102605	0	2102601	2102605	2102601	0	2102603	0
88	食腐者	0	73079	1	0	0	1	3	7	0	0	20	2	7	1	0	2102604	2102701	2102604	2102605	0	2102605	0	0	0
89	兵卒残魂	0	73073	1	0	0	1	3	7	0	0	20	2	7	1	0	2102601	2102602	2102601	2102605	0	2102605	0	0	0
90	长刀兵魂	0	73121	1	0	0	1	3	7	0	0	20	2	7	1	0	2102701	2102602	2102701	2102604	2102606	0	0	0	0
91	护卫兵魂	0	73126	1	0	0	1	3	7	0	0	20	2	7	1	0	2102801	2102801	2102801	2102602	0	2102602	0	0	0
92	护卫兵魂	0	73122	1	0	0	1	3	7	0	0	20	2	7	1	0	2102803	2102601	2102605	2102604	2102803	0	0	0	0
93	千总军魂	0	73123	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2102601	0	2102601	2102803	2102802	2102803	0	0	0
94	双头蛇	0	73171	1	0	0	1	3	7	0	0	20	2	7	1	0	2102701	2102701	0	2102602	2102803	2102602	0	0	0
95	参将忠魂	0	73124	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2102601	2102601	0	2102801	2102902	2102801	0	0	0
96	统帅忠魂	0	73075	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2102801	2102801	0	2102803	2102901	2102803	0	0	0
97	护卫兵魂	0	73126	1	0	0	1	3	7	0	0	20	2	7	1	0	2102801	2102701	0	2102701	2102701	2102801	0	0	0
98	护卫兵魂	0	73122	1	0	0	1	3	7	0	0	20	2	7	1	0	2102803	2102801	2102803	2102605	2102605	0	0	0	0
99	苍火长老	0	73131	1.3	0	0	1	3	7	0	0	20	2	7	1	0	2102803	0	2102803	2102602	2103001	2102602	0	0	0
100	雪虎	0	73002	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103002	2103002	2103003	2103003	2103003	0	0	0	0
101	雪貐	0	73096	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103004	2103004	2103004	2103005	2103005	0	0	0	0
102	彝族猎手	0	73021	1	0	0	1	3	7	0	0	20	2	7	1	0	2103007	2103007	0	2103006	2103006	2103006	0	0	0
103	彝族战士	0	73024	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2103007	0	2103007	2103102	2103102	2103102	0	0	0
104	彝族猎手	0	73021	1	0	0	1	3	7	0	0	20	2	7	1	0	2103102	2103007	2103102	2103006	0	2103006	0	0	0
105	彝族首领	0	73016	1	0	0	1	3	7	0	0	20	2	7	1	0	2103006	2103006	0	2103102	2103101	2103102	0	0	0
106	蓝岩精	0	73149	1	0	0	1	3	7	0	0	20	2	7	1	0	2103004	0	2103004	2103202	2103203	2103202	0	0	0
107	蓝岩精	0	73149	1	0	0	1	3	7	0	0	20	2	7	1	0	2103002	2103002	0	2103203	2103204	2103203	0	0	0
108	野生白熊精	0	73067	1	0	0	1	3	7	0	0	20	2	7	1	0	2103002	2103002	0	2103201	2103201	2103201	0	0	0
109	仙灵兽	0	73137	1	0	0	1	3	7	0	0	20	2	7	1	0	2103201	2103004	2103201	2103005	0	2103005	0	0	0
110	紫岩精	0	73151	1	0	0	1	3	7	0	0	20	2	7	1	0	2103202	2103204	2103202	2103204	2103203	0	0	0	0
111	雪虎	0	73004	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103003	0	2103003	2103201	2103002	2103201	0	0	0
112	雪貐	0	73096	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103004	2103004	0	2103203	2103204	2103203	0	0	0
113	紫岩精	0	73151	1	0	0	1	3	7	0	0	20	2	7	1	0	2103003	2103002	2103003	2103202	2103202	0	0	0	0
114	晶刚王	0	73153	1.4	0	0	1	3	7	0	0	20	2	7	2	0	2103203	2103204	2103203	0	2103204	0	0	2103401	0
115	岩怪	0	73009	1	0	0	1	3	7	0	0	20	2	7	1	0	2103504	2103503	2103504	2103501	0	2103501	0	0	0
116	火妖兽	0	73183	1	0	0	1	3	7	0	0	20	2	7	1	0	2103503	0	2103503	2103504	2103502	2103504	0	0	0
117	岩怪	0	73011	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2103504	2103504	0	2103502	2103501	2103502	0	0	0
118	石生兽	0	73100	1	0	0	1	3	7	0	0	20	2	7	1	0	2103601	2103601	0	2103503	2103502	2103503	0	0	0
119	岩怪	0	73010	1	0	0	1	3	7	0	0	20	2	7	1	0	2103501	0	2103501	2103504	2103502	2103504	0	0	0
120	岩魔	0	73012	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103504	0	2103501	2103501	2103602	2103504	0	0	0
121	火娃	0	73013	1	0	0	1	3	7	0	0	20	2	7	1	0	2103503	0	2103503	2103701	2103701	2103701	0	0	0
122	火娃	0	73213	1	0	0	1	3	7	0	0	20	2	7	1	0	2103701	2103701	0	2103601	2103603	2103601	0	0	0
123	红孩儿	0	73214	1.2	0	0	1	3	7	0	0	20	2	7	2	0	2103701	2103701	0	2103602	2103702	2103602	0	0	0
124	岩魔	0	73012	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2103603	2103502	2103603	0	2103502	0	0	2103602	0
125	火牛	0	73119	1	0	0	1	3	7	0	0	20	2	7	1	0	2103701	2103801	2103701	2103601	0	2103601	0	0	0
126	火焰兽	0	73093	1	0	0	1	3	7	0	0	20	2	7	1	0	2103802	2103701	2103802	2103801	2103801	0	0	0	0
127	赤眼妖	0	73057	1	0	0	1	3	7	0	0	20	2	7	1	0	2103603	2103603	2103603	2103801	0	2103801	0	0	0
128	岩怪	0	73011	1.1	0	0	1	3	7	0	0	20	2	7	1	0	2103502	2103502	2103502	2103802	0	2103802	0	0	0
129	火妖兽	0	73183	1	0	0	1	3	7	0	0	20	2	7	1	0	2103503	2103801	2103503	2103603	0	2103603	0	0	0
130	火焰兽	0	73093	1	0	0	1	3	7	0	0	20	2	7	1	0	2103501	2103802	2103501	2103802	0	2103802	0	0	0
131	火牛	0	73119	1	0	0	1	3	7	0	0	20	2	7	1	0	2103801	2103501	2103801	2103602	0	2103602	0	0	0
132	火麒麟	0	73095	1.2	0	0	1	3	7	0	0	20	2	7	2	0	2103601	2103802	2103601	0	2103802	0	0	2104001	0
133	赤冠灵蛇	0	73172	1	0	0	1	3	7	0	0	20	2	7	1	0	2104005	2104004	2104005	2104002	0	2104002	0	0	0
134	符魔兽	0	73103	1	0	0	1	3	7	0	0	20	2	7	1	0	2104004	0	2104004	2104007	2104006	2104007	0	0	0
135	红鬃牛魔	0	73069	1	0	0	1	3	7	0	0	20	2	7	1	0	2104007	2104008	2104007	2104003	0	2104003	0	0	0
136	魔音歌女	0	73157	1	0	0	1	3	7	0	0	20	2	7	1	0	2104101	2104008	2104101	2104101	2104101	0	0	0	0
137	紫肤牛魔	0	73071	1	0	0	1	3	7	0	0	20	2	7	1	0	2104005	0	2104005	2104102	2104006	2104005	0	0	0
138	猪妖	0	73091	1	0	0	1	3	7	0	0	20	2	7	2	0	2104103	2104006	2104103	2104007	0	2104102	0	0	0
139	千符魔兽	0	73102	1	0	0	1	3	7	0	0	20	2	7	1	0	2104006	0	2104006	2104101	2104103	2104101	0	0	0
140	紫头灵蛇	0	73171	1	0	0	1	3	7	0	0	20	2	7	1	0	2104002	0	2104002	0	2104103	0	2104002	0	2104002
141	红鬃牛魔	0	73069	1	0	0	1	3	7	0	0	20	2	7	1	0	2104008	2104004	2104008	2104103	0	2104007	0	0	0
142	猪妖	0	73091	1	0	0	1	3	7	0	0	20	2	7	1	0	2104103	0	2104103	2104006	2104005	2104006	0	0	0
143	魔影舞娘	0	73158	1	0	0	1	3	7	0	0	20	2	7	1	0	2104101	2104003	2104101	0	2104101	2104007	0	0	0
144	魔音歌女	0	73157	1	0	0	1	3	7	0	0	20	2	7	2	0	2104005	0	2104005	2104103	2104008	2104103	0	0	0
145	狂剑客	0	73179	1	0	0	1	3	7	0	0	20	2	7	1	0	2104103	0	2104103	2104202	2104002	2104202	0	0	0
146	剑魔神射	0	73189	1	0	0	1	3	7	0	0	20	2	7	1	0	2104103	2104102	2104103	2104203	0	2104203	0	0	0
147	角魔	0	73143	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2104302	0	2104302	0	2304303	0	2104008	0	2104008
148	剑魔射手	0	73190	1	0	0	1	3	7	0	0	20	2	7	1	0	2104203	2104203	2104203	2104301	0	2104301	0	0	0
149	紫头灵蛇	0	73171	1	0	0	1	3	7	0	0	20	2	7	1	0	2104003	2104302	2104003	0	2104201	0	0	2104201	0
150	天魔猪圣	0	73092	1	0	0	1	3	7	0	0	20	2	7	1	0	2104103	2104202	2104103	2104203	0	2104301	0	0	0
151	硬甲蝰蛇	0	73080	1	0	0	1	3	7	0	0	20	2	7	1	0	2104006	2104302	2104006	2104101	0	2104101	0	0	0
152	狂剑客	0	73179	1	0	0	1	3	7	0	0	20	2	7	1	0	2104201	2104202	2104201	2104007	0	2104102	0	0	0
153	魔音歌女	0	73157	1	0	0	1	3	7	0	0	20	2	7	1	0	2104008	0	2104203	0	2104008	0	2104301	0	2104008
154	天魔猪圣	0	73092	1	0	0	1	3	7	0	0	20	2	7	1	0	2104007	2104006	2104007	2104002	0	2104002	0	0	0
155	硬甲蝰蛇	0	73080	1	0	0	1	3	7	0	0	20	2	7	1	0	2104004	2104302	2104004	2104005	0	2104005	0	0	0
156	梼杌	0	73139	1	0	0	1	3	7	0	0	20	2	7	2	0	2104201	2304501	2104201	2104203	0	2104203	0	0	0
157	蜘蛛	0	73040	1	0	0	1	3	7	0	0	20	2	7	1	0	2104602	2104601	2104602	2104602	2104602	0	0	0	0
158	蝙蝠	0	73083	1	0	0	1	3	7	0	0	20	2	7	1	0	2304603	2104701	2304603	2104602	0	2104602	0	0	0
159	蜘蛛	0	73040	1	0	0	1	3	7	0	0	20	2	7	1	0	2104601	2104701	2104601	2304603	0	2304603	0	0	0
160	幽冥鬼火	0	73009	1	0	0	1	3	7	0	0	20	2	7	1	0	2104702	0	2104702	2104703	2104704	2104703	0	0	0
161	黑衣魂使	0	73028	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2104705	2104704	2104704	2104706	2104801	0	0	0
162	大鬼夜叉	0	73054	1	0	0	1	3	7	0	0	20	2	7	1	0	2104703	0	2104703	2104705	2104704	2104705	0	0	0
163	白骨恶灵	0	73073	1	0	0	1	3	7	0	0	20	2	7	1	0	2104802	2104802	2104802	2104801	0	2104801	0	0	0
164	冥界鬼将	0	732122	1	0	0	1	3	7	0	0	20	2	7	1	0	2104702	0	2104702	2104802	2104803	2104802	0	0	0
165	九婴	0	73106	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2104705	0	2104705	0	2304804	0	2104803	0	2104803
166	幽冥鬼士	0	73176	1	0	0	1	3	7	0	0	20	2	7	1	0	2104705	0	2104902	2104703	2104901	2104703	0	0	0
167	白衣魂使	0	73027	1	0	0	1	3	7	0	0	20	2	7	1	0	2104702	2104902	2104702	2104901	0	2104706	0	0	0
168	冥界鬼卒	0	73121	1	0	0	1	3	7	0	0	20	2	7	2	0	2104706	0	2104706	2104802	2104803	2104802	0	0	0
169	白骨恶灵	0	73073	1	0	0	1	3	7	0	0	20	2	7	1	0	0	2104702	0	2104802	2104702	2104802	2104801	2104702	2104801
170	冥界鬼将	0	73122	1	0	0	1	3	7	0	0	20	2	7	1	0	2104704	2104902	2104704	2104803	0	2104803	0	0	0
171	穷奇	0	73119	1.2	0	0	1	3	7	0	0	20	2	7	1	0	0	2104902	0	2104803	2305001	2104803	0	2104801	0
999	彝族首领	0	73016	1.2	0	0	1	3	7	0	0	20	2	7	1	0	2101801	2101802	2101803	2101901	2101902	2101903	2302001	0	0
