ID	typeID	property	title	targetMessage	missionMessage	NPCUncompleted	NPCCompleted	NPCRecive	NPCDisclaim	NPCUncompletedAsk	NPCCompletedAsk	killTargetTitle1	killTargetTitle2	killTargetTitle3	itemTargetTitle1	itemTargetTitle2	itemTargetTitle3	isDynamic	nextID	reciveNPCID	receiveNPCSceneID	referNPCID	referNPCSceneID	needJob	needLevel	needMissionID	needSpeciality	needSpecialityValue	needTongLevel	referType	referItemID1	referItemCount1	referItemID2	referItemCount2	referItemID3	referItemCount3	receiveItemID	receiveItemCount	referKillID1	referKillCount1	referKillID2	referKillCount2	referKillID3	referKillCount3	referDuplicateID	awardChooseItemID1	awardChooseItemID2	awardChooseItemID3	awardChooseItemJob1	awardChooseItemJob2	awardChooseItemJob3	awardItemID1	awardItemID2	awardItemCount1	awardItemCount2	awardPetID	awardMoney	awardIngot	awardExp	awardBuff	awardTitle	awardTongExp	missionSceneID	missionConveyDoorID	missionDuplicateID
1011	1002	1	查探镖车	    找到被劫的镖车	    我心中记挂着那帮伙计的安危，看少侠你这一身，定是身负绝艺，不知能否帮忙前去打探下我家伙计的下落？	    被劫之地就在前方黄泥岗的路口处。	    这正是我镖队护送的货物，少侠有没有看到我家伙计？	接受	拒绝	离开	交任务	到前哨杀死土匪喽喽	0	0	0	0	0	0	1012	6	100202	6	100202	0	4	1010	0	0	0	0	0	0	0	0	0	0	0	0	210402	3	0	0	0	0	4	0	0	0	0	0	0	10004	0	1	0	0	400	0	130	0	0	0	100202	2	4
1012	1002	1	救人要紧	    前往土匪营地救人	    事不宜迟，我们必须马上前往营救才行。	    准备好了吗，我们这就前往土匪营地救人。	    这次多亏了少侠相助，才救出我那帮兄弟，以后少侠的事就是我的事。	接受	拒绝	离开	交任务	到土匪营地救出陈阿牛	0	0	0	0	0	0	1013	6	100202	6	100202	0	5	1011	0	0	0	0	0	0	0	0	0	0	0	0	210503	1	0	0	0	0	5	0	0	0	0	0	0	10000	0	1	0	0	600	0	230	0	0	0	100202	2	5
1013	1002	1	战前准备	    为李存义取回一件护甲	    这帮土匪平日里作恶多端，甚是可恶。今日有少侠相助，索性我们一举端了土匪老巢，去了这颗毒瘤。\n    不过有劳你先去取来我拿去修的护甲，也不知道李大锤修好了没有。	    真希望能彻底赶走这帮匪徒。	    李存义的护甲啊，已经修好了。   	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	992	6	100202	4	100202	0	6	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	100	0	0	0	100202	0	0
992	1002	1	修好的护甲	    送回李存义的护甲	    这李存义可真小气，这么破了也不换件新的，修好可真是费了我老大的功夫。	    快去吧，不然李存义又要来埋怨我了。	    嘿，修的真不错，这李大锤手艺还真长进了不少。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1014	4	100202	6	100202	0	6	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	100	0	0	0	100202	0	0
1014	1002	1	直捣黄龙	    剿灭土匪的老巢	    这群土匪不知打劫了多少路人，伤了多少性命。今天我们就要替天行道，剿灭土匪老巢，还这一方百姓平安。	    只有剿灭土匪，才能还武阳峪一方平安。	    这场仗打的真解气，只是没想到这帮土匪营寨之中竟然有妖怪，幸好有少侠相助。	接受	拒绝	离开	交任务	到土匪老巢打败猪刚烈	0	0	0	0	0	0	1015	6	100202	6	100202	0	6	992	0	0	0	0	0	0	0	0	0	0	0	0	230601	1	0	0	0	0	6	0	0	0	0	0	0	10005	0	1	0	10042	1000	0	230	0	0	0	100202	2	6
1015	1002	1	小阿福的求助	    去帮助小阿福	    村里的小阿福刚才哭着来找我，说他姐姐不见了，我们赶紧去问问什么情况。	    快走吧，小阿福哭的很厉害呢。	    呜呜呜，姐姐不见了，姐姐被妖怪抓走了，呜呜呜~	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1016	6	100202	7	100202	0	7	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	200	0	0	0	100202	0	0
1016	1002	1	姐姐不见了	    到古墓中寻找李阿翠的下落	    今天早上和姐姐一起去山上采药，路过古墓墓门的时候，突然一阵黑风~~姐姐就不见了，呜~~~~~你能我帮找回姐姐吗？	    古墓里会不会有妖怪，大英雄你可要赶紧去救我姐姐。	    我姐姐怎么啦，姐姐醒醒，呜呜呜~	接受	拒绝	离开	交任务	到墓门找小阿福的姐姐	0	0	0	0	0	0	993	7	100202	7	100202	0	7	1015	0	0	0	0	0	0	0	0	0	0	0	0	210702	1	0	0	0	0	7	0	0	0	0	0	0	10002	0	1	0	0	1200	0	340	0	0	0	100202	3	7
993	1002	1	救救我的姐姐	    请游方老道来瞧病	    姐姐你这是怎么了，醒醒啊姐姐！	    [player]，求求你救救我姐姐吧，我这里有很多草药，呜呜呜~	    居士，又见面了，看来我俩真有缘，不如让我来给你算一卦如何？	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1017	7	100202	5	100202	0	8	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	315	0	0	0	100202	0	0
1017	1002	1	至阴的内丹	    从古墓妖怪那里寻找一枚阴丹	    看来这位姑娘是体虚孱弱，又受了阴风，以至于昏迷不醒。\n    此病倒不难治，就是这药引难找，需要以至阴之物为引才行。	    居士放心，这姑娘有我照料，一时半会不会有事。	    想不到居士你真找到了！也是这姑娘命大。	接受	拒绝	离开	交任务	0	0	0	到甬道找一枚妖怪内丹	0	0	0	1018	5	100202	5	100202	0	8	993	0	0	0	0	120101	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	80000	80007	80021	10001	0	1	0	0	1300	0	510	0	0	0	100202	3	8
1018	1002	1	打听古墓的消息	    向李存义询问古墓的情况	    贫道刚才远远的瞧了下这古墓的风水，藏风聚气端的是块宝地。\n    不过我看这墓口却隐隐冒出股黑气，定是有妖怪占了此墓，借此处风水进行修炼。	    （只见这道人两眼发直，嘴里不知道在嘀嘀咕咕念叨些什么）	    村中老人也都不知道这墓的来头，只知道几十年前墓口塌方才露出这墓穴。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1019	5	100202	6	100202	0	9	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	900	0	0	0	100202	0	0
1019	1002	1	失踪的村民	    前往古墓探查失踪村民的下落	    墓中有十几具干尸？想来这几年村中总是有村民失踪，定是与此事有干系。\n    待天亮了，我俩一起去探个究竟。	    先休息会吧，天一亮我们就去。	    这古墓没想到居然有此等妖怪，得想个办法除去才是。	接受	拒绝	离开	交任务	到侧室找到失踪的村民	0	0	0	0	0	0	1020	6	100202	6	100202	0	9	1018	0	0	0	0	0	0	0	0	0	0	0	0	210903	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1600	0	700	0	0	0	100202	3	9
1020	1002	1	找出罪魁祸首	    杀死古墓中隐藏的吸血妖怪	    这妖怪以吸人血为生，定然会妖法。今天就让我们会会到底是个什么妖怪。	    少侠可要小心，这妖怪可是吸人血的。	    好险，差点就丧命于此。也不知道这恩公是什么来历，竟然如此厉害！	接受	拒绝	离开	交任务	到主室杀死白骨娘娘	0	0	0	0	0	0	990	6	100202	6	100202	0	10	1019	0	0	0	0	0	0	0	0	0	0	0	0	2301001	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10043	2000	0	900	0	0	0	100202	3	10
990	1002	1	神秘的委托	    完成神秘人的委托	    这神秘人不知所托何物，不过少侠既然决意要去，可去找李大锤，他知道一条去月来峰的捷径。	    李大锤正在村中打铁。	    哈哈，刚打的一把宝刀，要不要试试手？	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1021	6	100202	4	100202	0	10	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	320	0	0	0	100202	0	0
1021	1002	1	前往月来峰	    去月来峰找到玄坤子	    想去月来峰，从村右的松林里有条小路，穿过去最快了，当年打猎我都是走的这条兽道。\n    （李大锤双手比划着说了了半天，还用炭灰画了一张简单的地图）	    月来峰极为险峻，我当年只是在山脚下打猎，从来没上去过。	    不知这位少年，上我月来峰有何贵干？	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1022	4	100202	12	100204	0	10	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	320	0	0	0	100204	0	0
1022	1002	1	完成托付	    将盒子交给玄明子	    贫道道号玄明子，玄坤子正是贫道的掌门师兄，这盒子不知是何人所赠，可否告知贫道？	    少侠请先在此休息一会，来人！奉茶！	    这盒中药材正是我教急需之物，少侠你可是真是帮了我月来峰大忙了。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1023	12	100202	12	100204	0	10	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	700	0	320	0	0	0	100204	0	0
1023	1003	1	寻回师弟	    去黑沼中找到玄青子的下落	    贫道师弟玄青子，精通医术，乃一代药理宗师，此药需经他调理才行。\n    玄青子心忧掌门之毒，昨日一早就去了峰下的黑沼中寻找解毒药物。少侠帮忙去找他回来吧。	    黑沼里全是毒物，少侠可要小心。    	    这是师弟的随身药囊！大不妙！	接受	拒绝	离开	交任务	杀死浅水滩赤冠蛇	杀死浅水滩沼泽火蜥	0	0	0	0	0	1024	12	100204	12	100204	0	10	1022	0	0	0	0	0	0	0	0	0	0	0	0	2101002	1	2101006	1	0	0	11	0	0	0	0	0	0	10011	0	1	0	0	2200	0	320	0	0	0	100204	7	11
991	1003	1	救人如救火	    学习使用玄明子道长的飞剑	    师弟的药囊从不离身，此番定是身遭不测，请少侠务必相助。\n    (玄明子拿出了一柄宝剑）\n    这是贫道修炼的飞剑，可御空飞行，少侠请速速赶去吧。	    希望师弟能够安然无恙。	    少侠果然天资聪颖。\n    事不宜迟，我们这就出发吧。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	991	12	100204	12	100204	0	11	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	600	0	0	0	100204	0	0
1024	1003	1	营救师弟	    找到玄青子的遗体	    我俩分头前去黑沼，黑沼中毒物甚多，少侠请务必小心。	    救人如救火，请少侠速速赶去救助师弟。	    我的好师弟啊！（老道泪流不止）	接受	拒绝	离开	交任务	杀死鬼雾林纹蛇	杀死鬼雾林火蜥幼兽	0	0	0	0	0	1025	12	100204	11	100204	0	11	991	0	0	0	0	0	0	0	0	0	0	0	0	2101101	1	2101102	2	0	0	12	0	0	0	0	0	0	10009	0	1	0	0	2600	0	1600	0	0	0	100204	7	12
1025	1003	1	有请老道	    有请游方老道	    什么？你说那游方道人也通药理？那有劳少侠赶紧请他过来。	    睹物思人，徒增伤悲。	    老道我是算卦卜命的，怎么老是把我当郎中使了，也罢也罢。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1026	11	100204	9	100204	0	12	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	360	0	0	0	100204	0	0
1026	1003	1	血字的研究	    将药囊和药汤送交给玄坤子	    老道方才见到那药囊内胆写有三个血字：金不唤，不知是何意，似乎是玄青子临死前写上。\n    你把这药汤和药囊给那牛鼻子，老道我腿脚不便。	    （游方老道拿着药方纸翻来覆去的看）\n    这药方果然有门道，不愧是高人所写。	   （玄明子什么也没说，将药一饮而尽）	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1027	9	100204	11	100204	0	12	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	360	0	0	0	100204	0	0
1027	1003	1	玄明子的怒火	    杀死黑沼毒娘子	    “金不唤”，这不是黑沼中的蛤蟆精吗，师弟定是为他所害，贫道与他的仇不共戴天！\n    黑沼草子海的毒娘子不是它的得力干将吗。贫道这就去了他这条左臂右膀。	    去掉毒娘子，定能重创金不唤。 	    没想到金不唤居然能舍了这颗棋子不来救援，果然够毒辣。 	接受	拒绝	离开	交任务	杀死草子海毒娘子	0	0	0	0	0	0	1028	11	100204	11	100204	0	12	1026	0	0	0	0	0	0	0	0	0	0	0	0	2101201	1	0	0	0	0	13	0	0	0	0	0	0	10018	90501	1	1	0	3600	0	2200	0	0	0	100204	7	13
1028	1003	1	以毒攻毒	    在符禺沼收集毒液	    金不唤为了提高自己的修为，不断的再吞噬别的毒雾的毒剂。我们只要收集剧毒之物，制成毒剂，不怕他不动心。符禺沼遍是毒物，大家尽可能的多收集。	    毒液越多越好。	    毒液剂量已经足够了，现在只要制成毒剂即可。	接受	拒绝	离开	交任务	0	0	0	在符禺沼收集毒液	0	0	0	1029	11	100204	11	100204	0	13	1027	0	0	0	0	120102	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5200	0	3200	0	0	0	100204	7	15
1029	1003	1	报仇血恨	    杀死毒蟾精金不唤	    今天就是那金不唤的忌日，师弟，师兄今日要为你报仇！	    就是踏平那黑沼，贫道也要灭了那金不唤。	    没想到那金不唤如此阴险，咳咳~（玄坤子咳出几口鲜血）	接受	拒绝	离开	交任务	杀死幻雾林毒蟾精金不唤	0	0	0	0	0	0	1030	11	100204	11	100204	0	15	1028	0	0	0	0	0	0	0	0	0	0	0	0	2101501	1	0	0	0	0	16	0	0	0	10014	10015	10016	0	0	0	0	0	7800	0	4800	0	0	0	100204	7	16
1030	1003	1	掌门昏迷	    啊	    贫道连中两毒，内脏受损，怕是支撑不住了。快去找贫道师弟玄明子，他会协助于你的（玄坤子说完晕了过去）	    找玄明子协助于你。	    掌门师兄这是怎么了，要赶紧救治才行。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1031	11	100204	12	100204	0	16	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	580	0	0	0	100204	0	0
1031	1003	1	寻求法宝	    打败水将军	    掌门师兄的毒虽然暂时控制住了，但随时都有可能恶化，你这就随贫道前往大千殿求宝。	    要速前往大千殿求宝才行。	    没想到危月燕身为天上星宿之神，生性却如此凉薄。	接受	拒绝	离开	交任务	打败清湮殿水将军	0	0	0	0	0	0	1032	12	100204	12	100204	0	16	1030	0	0	0	0	0	0	0	0	0	0	0	0	2101504	1	0	0	0	0	17	0	0	0	0	0	0	10012	0	1	0	0	8800	0	5400	0	0	0	100204	8	17
1032	1003	1	突生一计	    啊	    天下没有白食的午餐，你这就去找掌门师兄讲明原委，让他挑选一件本门珍藏的法宝与危月燕交换。	    只能以物换物了。	    只能如此了，贫道死不足惜，但万不能连累居士。贫道这就去取宝。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1033	12	100204	11	100204	0	17	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10013	0	1	0	0	1700	0	1000	0	0	0	100204	0	0
1033	1003	1	寻求支持	    啊	    这是本门至宝之一的赤霄剑是贫道师傅仙化时所赠，虽然不舍也只能这样了，你拿去吧。	    赤霄剑可是十大仙剑之一。	    师兄居然拿出赤霄剑，唉！	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1034	11	100204	12	100204	0	17	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700	0	1000	0	0	0	100204	0	0
1034	1003	1	以宝换宝	    打败蓝龙绯羽	    赤霄剑为上古仙剑，为天下修习人梦寐以求的法宝。但危月燕为这上天之神，不知能否入他之眼，且只能试试了。	    只能碰碰运气啦。	    连赤霄剑都打动不了危月燕，这可如何是好。掌门师兄可撑不了多久啊。	接受	拒绝	离开	交任务	打败玉熙殿蓝龙绯羽	0	0	0	0	0	0	1035	12	100204	12	100204	0	17	1033	0	0	0	0	0	0	0	0	0	0	0	0	2101603	1	0	0	0	0	18	0	0	0	0	0	0	10010	0	1	0	0	10100	0	6200	0	0	0	100204	8	18
1035	1003	1	喜获良法	    打败浼云殿白圣王获得消息	    掌门师兄要认命，贫道可不同意。掌门师兄命悬一线，我也离身不得。\n    [player]请你再跑一趟大千殿，告诉危月燕只要是不违道义之事，他开什么条件我们都同意。	    掌门师兄越来越弱了，你要速去速回。	    你打听到危月燕正在修炼关头不能破障，这实在太好了！	接受	拒绝	离开	交任务	通过浼云殿白圣王获得消息	0	0	0	0	0	0	1036	12	100204	12	100204	0	18	1034	0	0	0	0	0	0	0	0	0	0	0	0	2101803	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11400	0	7000	0	0	0	100204	8	20
1036	1003	1	另有法宝	    A 	    我手里还有本门还有另一个至宝“太乙融灵丹”，服用后可功力大增，必可突破魔障。你速去找掌门师兄商要，是否可行。	    只要帮危月燕渡过难关，一定能取的法宝。	    对与修习之人，能破除魔障就算得道了，此举可行。	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1037	12	100204	11	100204	0	19	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	1440	0	0	0	100204	0	0
1037	1003	1	走火入魔	    打败角王	    大家的性命就靠这颗<太乙融灵丹>，希望此举能成功。你这就随贫道前往。	    如果此举还不能生效，那再无他法了。	    没想到以危月燕的功力居然没法控制“太乙融灵丹”，此举失策也。	接受	拒绝	离开	交任务	打败流华殿角王	0	0	0	0	0	0	1038	12	100204	12	100204	0	19	1036	0	0	0	0	0	0	0	0	0	0	0	0	2101903	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	13000	0	8000	0	0	0	100204	8	21
1038	1003	1	大清心咒	    啊	    危月燕现在走火入魔，只有掌门师兄的<清心咒>才能救回他，你速前往请求掌门师兄协助。	    清心咒只有掌门师兄才能催动。	    贫道虽然身中剧毒，但清心咒还是能驱动的，咳~~~咳~~~（玄坤子虚弱的咳嗽起来）	接受	拒绝	离开	交任务	0	0	0	0	0	0	0	1039	12	100204	11	100204	0	20	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2700	0	1650	0	0	0	100204	0	0
1039	1003	1	皆大欢喜	    清除危月燕的魔障	    一会贫道催动清心咒的时候，劳烦居士帮忙制住危月燕。	    制住危月燕就靠居士你了。	    虽然一波三折，但结果还是让人甚是欣慰。居士乃非凡人，以后必定有一番大作为。	接受	拒绝	离开	交任务	制服玉清殿危月燕	0	0	0	0	0	0	1040	11	100204	11	100101	0	20	1038	0	0	0	0	0	0	0	0	0	0	0	0	2302001	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	16200	0	10000	0	0	0	100204	8	22
2000	1003	0	清理黑沼的毒虫	    去黑沼中杀掉一些毒虫	    黑沼中的毒物众多，经常会有人在沼泽中被咬中毒。\n    [player]，你要是能顺手除掉一些，也是善事一件。	    练武是没有捷径可走的。	    少侠底子不错，不过还仍需继续修炼才行。	接受	拒绝	离开	交任务	杀死浅水滩土蝠	杀死浅水滩帝女蛛	杀死浅水滩幼蛛	0	0	0	0	2001	12	100204	12	100204	0	11	1023	0	0	0	0	0	0	0	0	0	0	0	0	2101005	1	2101004	2	2101003	1	11	0	0	0	0	0	0	0	0	0	0	0	1300	0	800	0	0	0	100204	7	11
2001	1003	0	宝贝多多益善	    找到翡翠碧沙	    听说在黑沼的沼泽中有一种宝贝，叫翡翠碧沙，这可是打造武器的绝顶材料。你能不能帮俺弄一块来？	    你找到翡翠碧了吗？	    下次你有这玩意，记得找俺。	接受	拒绝	离开	交任务	0	0	0	到浅水滩寻找翡翠碧沙	0	0	0	2002	8	100204	8	100204	0	11	1023	0	0	0	0	120103	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1300	0	800	0	0	0	100204	7	11
2002	1003	0	药源出错	寻找夏枯草/b寻找菟丝子	    阿牛在吃了我们月来峰配置的药后，病情却加重了，贫道怀疑是药材出了问题。夏枯草和菟丝子只有鬼雾林才有，你去采摘一些新鲜的来吧。	    不知道是不是药材的问题。	    从外表看不出什么，老道要好好研究研究。	接受	拒绝	离开	交任务	0	0	0	到鬼雾林寻找夏枯草	到鬼雾林寻找菟丝子	0	0	2003	11	100204	11	100204	0	12	1024	0	0	0	0	120104	3	120105	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10011	0	0	0	0	2000	0	1200	0	0	0	100204	7	12
2003	1003	0	寻找病源	收集毒物毒囊	    这药果然有问题，贫道怀疑是被黑沼那群毒物给故意污染的，你这就黑沼鬼雾林收集一些毒物的毒囊，贫道要仔细对比一下。	    草药里含有毒素，就不不知道是那种毒。	    贫道定要找出那下毒的玩意。	接受	拒绝	离开	交任务	0	0	0	到鬼雾林收集毒物毒囊	0	0	0	2004	11	100204	11	100204	0	12	1024	0	0	0	0	120110	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2000	0	1200	0	0	0	100204	7	12
