SkillID	Name	FuncType	LevelLimit	Class	AttackTarget	UseWay	SkillTime	AttackAnim	AttackAnimSpeed	AttackEffectDelay	AttackEffectID	AttackEffectBind	IsFollowBone	AttackEffectNum	AttackEffectLife	TranslateDelay	UseObject	BulletID	BulletSrcBind	BulletTgtBind	BulletRate	BulletVelocity	BulletFlyTrack	RegionEffectID	DefeatDelay	HitEffectID	HitEffectBind	HitEffectNum	AttackShockID	AttackShockDelay	HitShockID	ShowCutSceneAnimation
1261	攻击1-方良兽	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1271	星罗棋布-九婴	1	10	0	1	3	5	8	1	0.76	900108	0	0	0	0	1.2	1	0	0	0	0	0	0	900321	0.5	900404	2	1	0	0	900020	0
1281	吞噬-穷奇	1	10	0	1	1	1.2	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	0	2	1	0	0	900020	0
1291	攻击1-长刀忠魂	1	10	0	1	1	1.2	7	1	0.5	900101	0	0	1	1	0.6	1	0	0	0	0	0	0	0	0	900708	2	1	0	0	900020	0
1301	攻击1-盾甲忠魂	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1311	攻击1-苍火长老	1	10	0	1	3	2	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	900410	0	900407	0	1	0	0	900020	0
1321	攻击1-凿齿	1	10	0	1	1	1.73	7	1	0.73	900101	0	0	0	0	0.53	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1331	攻击1-梼杌	1	10	0	1	1	1.66	7	1	0	0	0	0	0	0	0.53	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
1341	锤击-白熊怪	1	10	0	1	1	1.4	7	1	0.2	900701	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1351	冰锥术-冰魄精	1	10	0	1	2	2	7	1	0	0	0	0	0	0	0.7	1	900201	5	2	1	25	0	0	0	900430	2	1	0	0	900020	0
1361	设计-角魔	1	10	0	2	2	2	7	1	0	900206	5	1	1	0.63	0.63	1	900206	5	2	1	30	0.04	0	0	900714	2	1	0	0	900020	0
1371	拳击-巨石怪	1	10	0	1	1	1.07	7	1	0	0	0	0	0	0	0.4	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1381	攻击1-舞娘	1	10	0	1	3	1.5	7	1	0	0	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	900741	0	1	0	0	900020	0
1382	攻击1-舞娘	1	10	0	1	3	1.5	7	1	0	0	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	900413	0	1	0	0	900020	0
1383	攻击1-舞娘	1	10	0	1	3	2	7	1	0	0	0	0	0	0	0.63	1	0	0	0	0	0	0	900406	0.1	900405	0	1	0	0	900020	0
1384	攻击1-舞娘	1	10	0	1	2	2	7	1	0.1	900203	4	1	1	0.3	0.63	1	900203	4	2	1	25	0	0	0	900407	2	1	0	0	900020	0
1391	攻击1-牢头	1	10	0	1	1	1.33	7	1	0	0	0	0	0	0	0.66	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1401	攻击1-守卫	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.83	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
1411	攻击1-双头蛇	1	10	0	1	1	1.2	7	1	0	0	0	0	0	0	0.53	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1421	攻击1-刀魔	1	10	0	1	1	1.5	7	1	0.8	900101	0	0	0	0	0.9	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
1431	攻击1-蛤蟆精	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.66	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
1441	攻击1-猎犬	1	10	0	1	1	1.6	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1451	攻击1-花妖	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1461	攻击1-箭魔	1	10	0	1	2	2.5	7	1	0	0	0	0	0	0	0.76	1	900206	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
1471	攻击1-锤魔	1	10	0	1	1	1.5	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
1481	攻击1-鲤鱼精	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900404	2	1	0	0	900020	0
1491	攻击1-老龟精	1	10	0	1	2	2.5	7	1	0	0	0	0	0	0	0.6	1	900211	0	0	1	25	0.1	0	0	900404	2	1	0	0	900020	0
1501	攻击1-黑鱼精	1	10	0	1	1	1.33	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1511	幽冥鬼爪-白骨娘娘	1	10	0	1	2	1.5	7	1	0	0	0	0	0	0	0.633	1	900212	0	0	1	22	0	0	0.3	900326	0	1	0	0	900020	0
1521	攻击1-火娃	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1531	攻击1-逍遥子	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1541	攻击1-哪吒	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1551	攻击1-雷公	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1561	攻击1-牛头人	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
1571	攻击1-飞蛇	1	10	0	1	2	1.35	7	1	0.2	900202	1	1	1	0.6	0.6	1	900202	1	2	1	30	0	0	0	900416	2	1	0	0	900020	0
1581	人参娃	1	10	0	1	3	1.8	7	1	0	0	0	0	0	0	0.8	1	0	0	2	0	0	0	900740	0.2	900438	10	1	0	0	900020	0
1591	攻击1-女恶霸	1	10	0	1	1	1.17	7	1	0	0	0	0	0	0	0.5	1	0	0	2	0	0	0	0	0	900714	2	1	0	0	900020	0
1601	攻击2-冥尸	1	10	0	1	1	1.66	8	1	0	0	0	0	0	0	0.5	1	0	0	2	0	0	0	0	0	900425	2	1	0	0	900020	0
1611	攻击1-长刀女	1	10	0	1	1	1.66	7	1	0	0	0	0	0	0	0.46	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900020	0
1621	攻击1-狗头军师	1	10	0	1	2	1.8	7	1	0	900110	0	0	1	0	0.4	1	900203	5	2	1	25	0	0	0	900407	2	1	0	0	900020	0
1631	攻击1-守树神妪	1	10	0	1	3	1.5	7	1	0	0	0	0	0	0	0.4	1	0	5	2	0	0	0	0	0	900740	2	1	0	0	900020	0
1641	攻击1-黑白无常	1	10	0	1	1	1.2	7	1	0	0	0	0	0	0	0.56	1	0	0	2	0	0	0	0	0	900425	2	1	0	0	900020	0
5001	南山大王	1	10	0	1	1	1.5	7	1	0	0	0	0	1	1	0.5	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900020	0
5002	危月燕	1	10	0	2	3	2.5	7	1	0	0	0	0	1	1	0.4	1	0	0	2	0	0	0	900741	0.1	900401	2	1	0	0	900020	0
5003	蛤蟆精	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.66	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
5004	火猪	1	10	0	1	1	1.5	7	1	0	0	0	0	1	1	0.56	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900020	0
5005	逍遥子	1	10	0	1	1	1.94	7	1	0	0	0	0	0	0	1.13	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
5006	岩石怪	1	10	0	1	1	1.07	7	1	0	0	0	0	0	0	0.4	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
5007	鲤鱼精	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900404	2	1	0	0	900020	0
5008	花妖	1	10	0	1	1	1.67	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
5009	白熊怪	1	10	0	1	1	1.4	7	1	0.2	900701	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900401	2	1	0	0	900020	0
5010	白骨娘娘	1	10	0	1	2	1.5	7	1	0	0	0	0	0	0	0.633	1	900212	0	0	1	22	0	0	0.3	900326	0	1	0	0	900020	0
5011	苍火长老	1	10	0	1	3	1.8	7	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	900410	0	900407	0	1	0	0	900020	0
5012	火麒麟	1	10	0	1	3	1.8	7	1	0.3	900109	0	0	0	0	0.4	1	0	0	0	0	0	0	900409	0.6	900408	0	1	0	0	900020	0
5013	梼杌	1	10	0	1	1	1.66	7	1	0	0	0	0	0	0	0.53	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	900020	0
5014	水貐	1	10	0	2	3	2	8	1	1	900115	0	0	0	0	1.5	1	0	0	0	0	0	0	900433	0	900430	2	1	0	0	900020	0
5015	冰魄怪	1	10	0	1	2	2	7	1	0	0	0	0	0	0	0.7	1	900201	5	2	1	25	0	0	0	900430	2	1	0	0	900020	0
5016	越来峰	1	10	0	1	1	1.5	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900020	0
5017	火娃	1	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	900020	0
5018	哪吒	1	10	0	1	1	1.93	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	900020	0
5019	雷公	1	10	0	1	1	1.5	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	900020	0
5020	牛头妖	1	10	0	1	1	1.5	7	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900020	0
5021	人参娃	1	10	0	1	3	1.8	7	1	0	0	0	0	0	0	0.8	1	0	0	2	0	0	0	900740	0.2	900438	10	1	0	0	900020	0
5022	杨戬	1	10	0	1	1	1.33	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900448	2	1	0	0	900020	0
5023	嫦娥	1	10	0	1	3	3	7	1	0	0	0	0	0	0	0.8	1	0	0	2	0	0	0	0	0	900450	0	1	0	0	900020	0
10001	雷霆万钧	3	10	1	1	1	4.2	10	1	0	900125	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	0	0	1	0	0	900025	0
10002	追风捕月	3	10	0	1	3	4	8	1	0.3	900118	0	0	1	3	1.5	1	0	0	0	0	0	0	900315	0.1	900402	0	1	0	0	900025	0
10003	地动山摇	3	10	1	1	1	4.5	7	1	0	900119	0	0	1	2.5	1.8	1	0	0	0	0	0	0	900316	0.1	900402	0	1	0	0	900025	0
10004	九霄冲鸣	3	10	1	3	3	2.5	8	1	0.5	900122	0	0	1	2.5	1.8	1	0	0	0	1	0	0	0	0	900710	0	1	900018	0	0	0
10005	铜墙铁壁	3	10	1	3	3	1.5	8	1	0	0	0	0	0	0	0.8	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
10006	天崩地裂	3	10	1	1	3	4.5	8	0.5	0.8	900122	0	0	1	2.5	0.5	1	0	0	0	1	0	0	900331	0.5	900401	0	1	900018	0.6	900019	0
10007	武神入体	3	10	1	3	3	3.5	8	0.5	0.5	900120	0	0	1	2.5	1.8	1	0	0	0	1	0	0	900731	0.4	900401	0	1	0	0	900018	0
10008	雷霆万钧测试	3	10	1	1	1	4.2	10	1	0	900125	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	900025	0
11001	神力	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11002	巧劲	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11003	体魄	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11004	忍耐	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11005	勇武	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11006	护体	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11007	统帅	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11008	体魄	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11009	勇武	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11010	统帅	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11011	守备	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11012	护身	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20001	噬魂箭矢	3	10	3	1	2	2.5	8	1	0	900207	4	1	1	0.7	0.7	1	900207	5	0	1	35	0	0	0	900427	2	1	0	0	0	0
20002	百步穿杨	3	10	3	1	1	2.5	8	0.8	0.9	900214	0	0	1	3	1	1	900206	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
20003	降魔之箭	3	10	3	1	3	4	10	1	0	900707	0	0	1	1.5	2	1	0	0	0	1	0	0	900706	0	900426	0	1	0	0	900018	0
20004	咒缚之矢	3	10	3	1	2	2.5	8	1	0	900103	4	1	1	0.7	0.7	1	900206	5	0	1	35	0	0	0	0	0	1	0	0	0	0
20005	疾风影步	3	10	3	1	2	2.5	8	1	0	900103	0	0	1	0.7	0.7	1	900206	5	0	1	35	0	0	0	900714	0	1	0	0	0	0
20006	灭影追风	3	10	3	1	2	4	9	1	0	900103	4	1	1	1.2	1.2	1	900208	5	0	1	35	0	900722	0.3	900426	0	1	0	0	0	0
20007	九天应龙	3	10	3	1	3	6	7	1	0	900112	0	0	1	1.7	2.5	1	0	0	0	1	0	0	900703	0.8	900412	0	1	0	0	900018	0
21001	灵巧	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21002	追击	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21003	疾风	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21004	心眼	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21005	勇武	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21006	精准	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21007	意志	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21008	蓄力	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21009	勇武	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21010	意志	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21011	灵活	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21012	疾风	0	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30001	三昧真火	3	10	2	1	3	3.5	8	1	0.7	900109	0	0	1	2	1.5	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
30002	焦炎炼狱	3	10	2	1	3	4	8	1	0.7	900109	0	0	1	2	0.8	1	0	0	0	1	0	0	900713	0.5	900407	2	1	0	0	900019	0
30003	灵力护盾	3	10	2	3	3	1.5	8	1	0.7	900109	0	0	1	2	0.5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30004	枯木再生	3	10	2	2	3	5	7	1	0.5	900115	0	0	1	2	0.5	1	0	0	0	1	0	0	900314	1	900418	0	1	0	0	0	0
30005	茹毛饮血	3	10	2	1	1	3.8	8	1	0.5	900123	0	0	1	2.8	0.5	1	0	0	0	1	0	0	0	1	900002	2	1	0	0	0	0
30006	黑洞召唤	3	10	2	1	3	3	8	1	0.7	0	0	0	0	0	1	1	0	0	0	1	0	0	900332	0	0	0	1	0	0	0	0
30007	灵界召唤	3	10	2	1	3	1.5	8	1	0.5	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
30008	极光	3	10	2	1	1	1.5	7	1	0.5	900124	0	0	0	2	0.6	1	0	0	0	1	0	0	0	0	900705	0	1	0	0	0	0
30009	鼓舞	3	10	2	3	3	1.5	9	1	0.5	900115	0	0	0	2	1	1	0	0	0	1	0	0	0	0.5	900709	0	1	0	0	0	0
31001	智慧	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31002	反射	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31003	护甲	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31004	摄魂	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31005	心神	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31006	勇武	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31007	容器	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31008	心神	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31009	勇武	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31010	强身	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31011	容器	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31012	抗魔	0	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40001	风暴利爪-老虎	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	900315	0	900402	0	1	0	0	0	0
40002	咆哮-老虎	3	10	0	1	3	1.5	12	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900402	0	1	0	0	0	0
40003	虎吼炮-老虎	3	10	0	1	1	1.5	8	1	0.4	900735	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900705	0	1	900018	0.5	0	0
40004	霜冻打击-老虎（白）	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900405	2	1	0	0	0	0
40005	爆炎-老虎(红)	3	10	0	1	3	4	12	1	0	900109	0	0	0	0	1	1	0	0	0	0	0	0	900409	0.3	900408	0	1	0	0	0	0
40006	奇袭	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900425	2	1	0	0	0	0
40007	强袭	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.6	1	0	0	0	0	0	0	0	0	900105	0	1	0	0	0	0
40011	重击-熊怪	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.83	1	0	0	0	0	0	0	900105	0	900425	2	1	0	0	900018	0
40012	狂暴-熊怪	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40013	破甲-熊怪	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.83	1	0	0	0	0	0	0	0	0	900105	0	1	0	0	900018	0
40014	撕裂-熊怪	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.83	1	0	0	0	0	0	0	0	0	900105	0	1	0	0	900018	0
