Class	SkillID	SkillLevel	PreID	PreLevel	PosX	PosY	ClassLevel	SkillPoint	FieldID	StarSprite	NotActiveSprite
1	11001	3	10001	1	24.9	95.4	1	3	0	1003.11120001	110003
1	11001	4	10001	1	24.9	95.4	1	4	0	1003.11120001	110003
1	11001	5	10001	1	24.9	95.4	1	5	0	1003.11120001	110003
1	11001	6	10001	1	24.9	95.4	1	6	0	1003.11120001	110003
1	11001	7	10001	1	24.9	95.4	1	7	0	1003.11120001	110003
1	11001	8	10001	1	24.9	95.4	1	8	0	1003.11120001	110003
1	11001	9	10001	1	24.9	95.4	1	9	0	1003.11120001	110003
1	11001	10	10001	1	24.9	95.4	1	10	0	1003.11120001	110003
1	11002	1	10001	1	28.6	79.4	1	1	0	1003.11120002	110003
1	11002	2	10001	1	28.6	79.4	1	2	0	1003.11120002	110003
1	11002	3	10001	1	28.6	79.4	1	3	0	1003.11120002	110003
1	11002	4	10001	1	28.6	79.4	1	4	0	1003.11120002	110003
1	11002	5	10001	1	28.6	79.4	1	5	0	1003.11120002	110003
1	11002	6	10001	1	28.6	79.4	1	6	0	1003.11120002	110003
1	11002	7	10001	1	28.6	79.4	1	7	0	1003.11120002	110003
1	11002	8	10001	1	28.6	79.4	1	8	0	1003.11120002	110003
1	11002	9	10001	1	28.6	79.4	1	9	0	1003.11120002	110003
1	11002	10	10001	1	28.6	79.4	1	10	0	1003.11120002	110003
1	11003	1	10002	1	11.7	59.3	1	1	0	1003.11120003	110003
1	11003	2	10002	1	11.7	59.3	1	2	0	1003.11120003	110003
1	11003	3	10002	1	11.7	59.3	1	3	0	1003.11120003	110003
1	11003	4	10002	1	11.7	59.3	1	4	0	1003.11120003	110003
1	11003	5	10002	1	11.7	59.3	1	5	0	1003.11120003	110003
1	11003	6	10002	1	11.7	59.3	1	6	0	1003.11120003	110003
1	11003	7	10002	1	11.7	59.3	1	7	0	1003.11120003	110003
1	11003	8	10002	1	11.7	59.3	1	8	0	1003.11120003	110003
1	11003	9	10002	1	11.7	59.3	1	9	0	1003.11120003	110003
1	11003	10	10002	1	11.7	59.3	1	10	0	1003.11120003	110003
1	11004	1	10002	1	25.7	35.4	1	1	0	1003.11120004	110003
1	11004	2	10002	1	25.7	35.4	1	2	0	1003.11120004	110003
1	11004	3	10002	1	25.7	35.4	1	3	0	1003.11120004	110003
1	11004	4	10002	1	25.7	35.4	1	4	0	1003.11120004	110003
1	11004	5	10002	1	25.7	35.4	1	5	0	1003.11120004	110003
1	11004	6	10002	1	25.7	35.4	1	6	0	1003.11120004	110003
1	11004	7	10002	1	25.7	35.4	1	7	0	1003.11120004	110003
1	11004	8	10002	1	25.7	35.4	1	8	0	1003.11120004	110003
1	11004	9	10002	1	25.7	35.4	1	9	0	1003.11120004	110003
1	11004	10	10002	1	25.7	35.4	1	10	0	1003.11120004	110003
1	11005	1	10003	1	44.8	67	1	1	0	1003.11120005	110003
1	11005	2	10003	1	44.8	67	1	2	0	1003.11120005	110003
1	11005	3	10003	1	44.8	67	1	3	0	1003.11120005	110003
1	11005	4	10003	1	44.8	67	1	4	0	1003.11120005	110003
1	11005	5	10003	1	44.8	67	1	5	0	1003.11120005	110003
1	11005	6	10003	1	44.8	67	1	6	0	1003.11120005	110003
1	11005	7	10003	1	44.8	67	1	7	0	1003.11120005	110003
1	11005	8	10003	1	44.8	67	1	8	0	1003.11120005	110003
1	11005	9	10003	1	44.8	67	1	9	0	1003.11120005	110003
1	11005	10	10003	1	44.8	67	1	10	0	1003.11120005	110003
1	11006	1	10003	1	62.1	75.6	1	1	0	1003.11120006	110003
1	11006	2	10003	1	62.1	75.6	1	2	0	1003.11120006	110003
1	11006	3	10003	1	62.1	75.6	1	3	0	1003.11120006	110003
1	11006	4	10003	1	62.1	75.6	1	4	0	1003.11120006	110003
1	11006	5	10003	1	62.1	75.6	1	5	0	1003.11120006	110003
1	11006	6	10003	1	62.1	75.6	1	6	0	1003.11120006	110003
1	11006	7	10003	1	62.1	75.6	1	7	0	1003.11120006	110003
1	11006	8	10003	1	62.1	75.6	1	8	0	1003.11120006	110003
1	11006	9	10003	1	62.1	75.6	1	9	0	1003.11120006	110003
1	11006	10	10003	1	62.1	75.6	1	10	0	1003.11120006	110003
1	11007	1	10004	1	34.4	18.7	1	1	0	1003.11120007	110003
1	11007	2	10004	1	34.4	18.7	1	2	0	1003.11120007	110003
1	11007	3	10004	1	34.4	18.7	1	3	0	1003.11120007	110003
1	11007	4	10004	1	34.4	18.7	1	4	0	1003.11120007	110003
1	11007	5	10004	1	34.4	18.7	1	5	0	1003.11120007	110003
1	11007	6	10004	1	34.4	18.7	1	6	0	1003.11120007	110003
1	11007	7	10004	1	34.4	18.7	1	7	0	1003.11120007	110003
1	11007	8	10004	1	34.4	18.7	1	8	0	1003.11120007	110003
1	11007	9	10004	1	34.4	18.7	1	9	0	1003.11120007	110003
1	11007	10	10004	1	34.4	18.7	1	10	0	1003.11120007	110003
1	11008	1	10005	1	66.1	37.8	1	1	0	1003.11120001	110003
1	11008	2	10005	1	66.1	37.8	1	2	0	1003.11120001	110003
1	11008	3	10005	1	66.1	37.8	1	3	0	1003.11120001	110003
1	11008	4	10005	1	66.1	37.8	1	4	0	1003.11120001	110003
1	11008	5	10005	1	66.1	37.8	1	5	0	1003.11120001	110003
1	11008	6	10005	1	66.1	37.8	1	6	0	1003.11120001	110003
1	11008	7	10005	1	66.1	37.8	1	7	0	1003.11120001	110003
1	11008	8	10005	1	66.1	37.8	1	8	0	1003.11120001	110003
1	11008	9	10005	1	66.1	37.8	1	9	0	1003.11120001	110003
1	11008	10	10005	1	66.1	37.8	1	10	0	1003.11120001	110003
1	11009	1	10005	1	85	14.8	1	1	0	1003.11120002	110003
1	11009	2	10005	1	85	14.8	1	2	0	1003.11120002	110003
1	11009	3	10005	1	85	14.8	1	3	0	1003.11120002	110003
1	11009	4	10005	1	85	14.8	1	4	0	1003.11120002	110003
1	11009	5	10005	1	85	14.8	1	5	0	1003.11120002	110003
1	11009	6	10005	1	85	14.8	1	6	0	1003.11120002	110003
1	11009	7	10005	1	85	14.8	1	7	0	1003.11120002	110003
1	11009	8	10005	1	85	14.8	1	8	0	1003.11120002	110003
1	11009	9	10005	1	85	14.8	1	9	0	1003.11120002	110003
1	11009	10	10005	1	85	14.8	1	10	0	1003.11120002	110003
1	11010	1	10006	1	92.4	35.7	1	1	0	1003.11120003	110003
1	11010	2	10006	1	92.4	35.7	1	2	0	1003.11120003	110003
1	11010	3	10006	1	92.4	35.7	1	3	0	1003.11120003	110003
1	11010	4	10006	1	92.4	35.7	1	4	0	1003.11120003	110003
1	11010	5	10006	1	92.4	35.7	1	5	0	1003.11120003	110003
1	11010	6	10006	1	92.4	35.7	1	6	0	1003.11120003	110003
1	11010	7	10006	1	92.4	35.7	1	7	0	1003.11120003	110003
1	11010	8	10006	1	92.4	35.7	1	8	0	1003.11120003	110003
1	11010	9	10006	1	92.4	35.7	1	9	0	1003.11120003	110003
1	11010	10	10006	1	92.4	35.7	1	10	0	1003.11120003	110003
1	11011	1	10006	1	92.9	53.4	1	1	0	1003.11120004	110003
1	11011	2	10006	1	92.9	53.4	1	2	0	1003.11120004	110003
1	11011	3	10006	1	92.9	53.4	1	3	0	1003.11120004	110003
1	11011	4	10006	1	92.9	53.4	1	4	0	1003.11120004	110003
1	11011	5	10006	1	92.9	53.4	1	5	0	1003.11120004	110003
1	11011	6	10006	1	92.9	53.4	1	6	0	1003.11120004	110003
1	11011	7	10006	1	92.9	53.4	1	7	0	1003.11120004	110003
1	11011	8	10006	1	92.9	53.4	1	8	0	1003.11120004	110003
1	11011	9	10006	1	92.9	53.4	1	9	0	1003.11120004	110003
1	11011	10	10006	1	92.9	53.4	1	10	0	1003.11120004	110003
1	11012	1	10007	1	74.2	89.7	1	1	0	1003.11120005	110003
1	11012	2	10007	1	74.2	89.7	1	2	0	1003.11120005	110003
1	11012	3	10007	1	74.2	89.7	1	3	0	1003.11120005	110003
1	11012	4	10007	1	74.2	89.7	1	4	0	1003.11120005	110003
1	11012	5	10007	1	74.2	89.7	1	5	0	1003.11120005	110003
1	11012	6	10007	1	74.2	89.7	1	6	0	1003.11120005	110003
1	11012	7	10007	1	74.2	89.7	1	7	0	1003.11120005	110003
1	11012	8	10007	1	74.2	89.7	1	8	0	1003.11120005	110003
1	11012	9	10007	1	74.2	89.7	1	9	0	1003.11120005	110003
1	11012	10	10007	1	74.2	89.7	1	10	0	1003.11120005	110003
3	20001	1	0	0	26.7	80.8	1	1	1	1002.11200002	11100118
3	20001	2	0	0	26.7	80.8	1	2	1	1002.11200002	11100118
3	20001	3	0	0	26.7	80.8	1	3	1	1002.11200002	11100118
3	20001	4	0	0	26.7	80.8	1	4	1	1002.11200002	11100118
3	20001	5	0	0	26.7	80.8	1	5	1	1002.11200002	11100118
3	20001	6	0	0	26.7	80.8	1	6	1	1002.11200002	11100118
3	20001	7	0	0	26.7	80.8	1	7	1	1002.11200002	11100118
3	20001	8	0	0	26.7	80.8	1	8	1	1002.11200002	11100118
3	20001	9	0	0	26.7	80.8	1	9	1	1002.11200002	11100118
3	20001	10	0	0	26.7	80.8	1	10	1	1002.11200002	11100118
3	20002	1	20001	1	29.6	53.4	1	1	2	1002.11200001	11100117
3	20002	2	20001	1	29.6	53.4	1	2	2	1002.11200001	11100117
3	20002	3	20001	1	29.6	53.4	1	3	2	1002.11200001	11100117
3	20002	4	20001	1	29.6	53.4	1	4	2	1002.11200001	11100117
3	20002	5	20001	1	29.6	53.4	1	5	2	1002.11200001	11100117
3	20002	6	20001	1	29.6	53.4	1	6	2	1002.11200001	11100117
3	20002	7	20001	1	29.6	53.4	1	7	2	1002.11200001	11100117
3	20002	8	20001	1	29.6	53.4	1	8	2	1002.11200001	11100117
3	20002	9	20001	1	29.6	53.4	1	9	2	1002.11200001	11100117
3	20002	10	20001	1	29.6	53.4	1	10	2	1002.11200001	11100117
3	20003	1	20002	1	58.5	44.6	1	1	3	1002.11200003	11100119
3	20003	2	20002	1	58.5	44.6	1	2	3	1002.11200003	11100119
3	20003	3	20002	1	58.5	44.6	1	3	3	1002.11200003	11100119
3	20003	4	20002	1	58.5	44.6	1	4	3	1002.11200003	11100119
3	20003	5	20002	1	58.5	44.6	1	5	3	1002.11200003	11100119
3	20003	6	20002	1	58.5	44.6	1	6	3	1002.11200003	11100119
3	20003	7	20002	1	58.5	44.6	1	7	3	1002.11200003	11100119
3	20003	8	20002	1	58.5	44.6	1	8	3	1002.11200003	11100119
3	20003	9	20002	1	58.5	44.6	1	9	3	1002.11200003	11100119
3	20003	10	20002	1	58.5	44.6	1	10	3	1002.11200003	11100119
3	20004	1	20003	1	74.8	19.8	1	1	4	1002.11100009	11100108
3	20004	2	20003	1	74.8	19.8	1	2	4	1002.11100009	11100108
3	20004	3	20003	1	74.8	19.8	1	3	4	1002.11100009	11100108
3	20004	4	20003	1	74.8	19.8	1	4	4	1002.11100009	11100108
3	20004	5	20003	1	74.8	19.8	1	5	4	1002.11100009	11100108
3	20004	6	20003	1	74.8	19.8	1	6	4	1002.11100009	11100108
3	20004	7	20003	1	74.8	19.8	1	7	4	1002.11100009	11100108
3	20004	8	20003	1	74.8	19.8	1	8	4	1002.11100009	11100108
3	20004	9	20003	1	74.8	19.8	1	9	4	1002.11100009	11100108
3	20004	10	20003	1	74.8	19.8	1	10	4	1002.11100009	11100108
3	20005	1	20004	1	91.1	51.7	1	1	5	1002.11120002	11100141
3	20005	2	20004	1	91.1	51.7	1	2	5	1002.11120002	11100141
3	20005	3	20004	1	91.1	51.7	1	3	5	1002.11120002	11100141
3	20005	4	20004	1	91.1	51.7	1	4	5	1002.11120002	11100141
3	20005	5	20004	1	91.1	51.7	1	5	5	1002.11120002	11100141
3	20005	6	20004	1	91.1	51.7	1	6	5	1002.11120002	11100141
3	20005	7	20004	1	91.1	51.7	1	7	5	1002.11120002	11100141
3	20005	8	20004	1	91.1	51.7	1	8	5	1002.11120002	11100141
3	20005	9	20004	1	91.1	51.7	1	9	5	1002.11120002	11100141
3	20005	10	20004	1	91.1	51.7	1	10	5	1002.11120002	11100141
3	20006	1	20005	1	80.2	82	1	1	6	1002.11100008	11100107
3	20006	2	20005	1	80.2	82	1	2	6	1002.11100008	11100107
3	20006	3	20005	1	80.2	82	1	3	6	1002.11100008	11100107
3	20006	4	20005	1	80.2	82	1	4	6	1002.11100008	11100107
3	20006	5	20005	1	80.2	82	1	5	6	1002.11100008	11100107
3	20006	6	20005	1	80.2	82	1	6	6	1002.11100008	11100107
3	20006	7	20005	1	80.2	82	1	7	6	1002.11100008	11100107
3	20006	8	20005	1	80.2	82	1	8	6	1002.11100008	11100107
3	20006	9	20005	1	80.2	82	1	9	6	1002.11100008	11100107
3	20006	10	20005	1	80.2	82	1	10	6	1002.11100008	11100107
3	20007	1	20006	1	62.8	65.2	1	1	7	1002.11200004	11100120
3	20007	2	20006	1	62.8	65.2	1	2	7	1002.11200004	11100120
3	20007	3	20006	1	62.8	65.2	1	3	7	1002.11200004	11100120
3	20007	4	20006	1	62.8	65.2	1	4	7	1002.11200004	11100120
3	20007	5	20006	1	62.8	65.2	1	5	7	1002.11200004	11100120
3	20007	6	20006	1	62.8	65.2	1	6	7	1002.11200004	11100120
3	20007	7	20006	1	62.8	65.2	1	7	7	1002.11200004	11100120
3	20007	8	20006	1	62.8	65.2	1	8	7	1002.11200004	11100120
3	20007	9	20006	1	62.8	65.2	1	9	7	1002.11200004	11100120
3	20007	10	20006	1	62.8	65.2	1	10	7	1002.11200004	11100120
3	61001	1	0	0	0	100	1	0	0	1002.11220005	110003
3	21001	1	20001	1	10.5	80.8	1	1	0	1002.11220001	110003
3	21001	2	20001	1	10.5	80.8	1	2	0	1002.11220001	110003
3	21001	3	20001	1	10.5	80.8	1	3	0	1002.11220001	110003
3	21001	4	20001	1	10.5	80.8	1	4	0	1002.11220001	110003
3	21001	5	20001	1	10.5	80.8	1	5	0	1002.11220001	110003
3	21001	6	20001	1	10.5	80.8	1	6	0	1002.11220001	110003
3	21001	7	20001	1	10.5	80.8	1	7	0	1002.11220001	110003
3	21001	8	20001	1	10.5	80.8	1	8	0	1002.11220001	110003
3	21001	9	20001	1	10.5	80.8	1	9	0	1002.11220001	110003
3	21001	10	20001	1	10.5	80.8	1	10	0	1002.11220001	110003
3	21002	1	20001	1	40.9	90.3	1	1	0	1002.11120002	110003
3	21002	2	20001	1	40.9	90.3	1	2	0	1002.11120002	110003
3	21002	3	20001	1	40.9	90.3	1	3	0	1002.11120002	110003
3	21002	4	20001	1	40.9	90.3	1	4	0	1002.11120002	110003
3	21002	5	20001	1	40.9	90.3	1	5	0	1002.11120002	110003
3	21002	6	20001	1	40.9	90.3	1	6	0	1002.11120002	110003
3	21002	7	20001	1	40.9	90.3	1	7	0	1002.11120002	110003
3	21002	8	20001	1	40.9	90.3	1	8	0	1002.11120002	110003
3	21002	9	20001	1	40.9	90.3	1	9	0	1002.11120002	110003
3	21002	10	20001	1	40.9	90.3	1	10	0	1002.11120002	110003
3	21003	1	20002	1	15.9	58	1	1	0	1002.11220002	110003
3	21003	2	20002	1	15.9	58	1	2	0	1002.11220002	110003
3	21003	3	20002	1	15.9	58	1	3	0	1002.11220002	110003
3	21003	4	20002	1	15.9	58	1	4	0	1002.11220002	110003
3	21003	5	20002	1	15.9	58	1	5	0	1002.11220002	110003
3	21003	6	20002	1	15.9	58	1	6	0	1002.11220002	110003
3	21003	7	20002	1	15.9	58	1	7	0	1002.11220002	110003
3	21003	8	20002	1	15.9	58	1	8	0	1002.11220002	110003
3	21003	9	20002	1	15.9	58	1	9	0	1002.11220002	110003
3	21003	10	20002	1	15.9	58	1	10	0	1002.11220002	110003
3	21004	1	20002	1	30	36	1	1	0	1002.11220003	110003
3	21004	2	20002	1	30	36	1	2	0	1002.11220003	110003
3	21004	3	20002	1	30	36	1	3	0	1002.11220003	110003
3	21004	4	20002	1	30	36	1	4	0	1002.11220003	110003
3	21004	5	20002	1	30	36	1	5	0	1002.11220003	110003
3	21004	6	20002	1	30	36	1	6	0	1002.11220003	110003
3	21004	7	20002	1	30	36	1	7	0	1002.11220003	110003
3	21004	8	20002	1	30	36	1	8	0	1002.11220003	110003
3	21004	9	20002	1	30	36	1	9	0	1002.11220003	110003
3	21004	10	20002	1	30	36	1	10	0	1002.11220003	110003
3	21005	1	20003	1	49.1	33.7	1	1	0	1002.11120005	110003
3	21005	2	20003	1	49.1	33.7	1	2	0	1002.11120005	110003
3	21005	3	20003	1	49.1	33.7	1	3	0	1002.11120005	110003
3	21005	4	20003	1	49.1	33.7	1	4	0	1002.11120005	110003
3	21005	5	20003	1	49.1	33.7	1	5	0	1002.11120005	110003
3	21005	6	20003	1	49.1	33.7	1	6	0	1002.11120005	110003
3	21005	7	20003	1	49.1	33.7	1	7	0	1002.11120005	110003
3	21005	8	20003	1	49.1	33.7	1	8	0	1002.11120005	110003
3	21005	9	20003	1	49.1	33.7	1	9	0	1002.11120005	110003
3	21005	10	20003	1	49.1	33.7	1	10	0	1002.11120005	110003
3	21006	1	20003	1	70.6	48.1	1	1	0	1002.11220004	110003
3	21006	2	20003	1	70.6	48.1	1	2	0	1002.11220004	110003
3	21006	3	20003	1	70.6	48.1	1	3	0	1002.11220004	110003
3	21006	4	20003	1	70.6	48.1	1	4	0	1002.11220004	110003
3	21006	5	20003	1	70.6	48.1	1	5	0	1002.11220004	110003
3	21006	6	20003	1	70.6	48.1	1	6	0	1002.11220004	110003
3	21006	7	20003	1	70.6	48.1	1	7	0	1002.11220004	110003
3	21006	8	20003	1	70.6	48.1	1	8	0	1002.11220004	110003
3	21006	9	20003	1	70.6	48.1	1	9	0	1002.11220004	110003
3	21006	10	20003	1	70.6	48.1	1	10	0	1002.11220004	110003
3	21007	1	20004	1	63.2	14.9	1	1	0	1002.11220005	110003
3	21007	2	20004	1	63.2	14.9	1	2	0	1002.11220005	110003
3	21007	3	20004	1	63.2	14.9	1	3	0	1002.11220005	110003
3	21007	4	20004	1	63.2	14.9	1	4	0	1002.11220005	110003
3	21007	5	20004	1	63.2	14.9	1	5	0	1002.11220005	110003
3	21007	6	20004	1	63.2	14.9	1	6	0	1002.11220005	110003
3	21007	7	20004	1	63.2	14.9	1	7	0	1002.11220005	110003
3	21007	8	20004	1	63.2	14.9	1	8	0	1002.11220005	110003
3	21007	9	20004	1	63.2	14.9	1	9	0	1002.11220005	110003
3	21007	10	20004	1	63.2	14.9	1	10	0	1002.11220005	110003
3	21008	1	20005	1	91.4	31.3	1	1	0	1002.11220002	110003
3	21008	2	20005	1	91.4	31.3	1	2	0	1002.11220002	110003
3	21008	3	20005	1	91.4	31.3	1	3	0	1002.11220002	110003
3	21008	4	20005	1	91.4	31.3	1	4	0	1002.11220002	110003
3	21008	5	20005	1	91.4	31.3	1	5	0	1002.11220002	110003
3	21008	6	20005	1	91.4	31.3	1	6	0	1002.11220002	110003
3	21008	7	20005	1	91.4	31.3	1	7	0	1002.11220002	110003
3	21008	8	20005	1	91.4	31.3	1	8	0	1002.11220002	110003
3	21008	9	20005	1	91.4	31.3	1	9	0	1002.11220002	110003
3	21008	10	20005	1	91.4	31.3	1	10	0	1002.11220002	110003
3	21009	1	20005	1	95	69.9	1	1	0	1002.11220003	110003
3	21009	2	20005	1	95	69.9	1	2	0	1002.11220003	110003
3	21009	3	20005	1	95	69.9	1	3	0	1002.11220003	110003
3	21009	4	20005	1	95	69.9	1	4	0	1002.11220003	110003
3	21009	5	20005	1	95	69.9	1	5	0	1002.11220003	110003
3	21009	6	20005	1	95	69.9	1	6	0	1002.11220003	110003
3	21009	7	20005	1	95	69.9	1	7	0	1002.11220003	110003
3	21009	8	20005	1	95	69.9	1	8	0	1002.11220003	110003
3	21009	9	20005	1	95	69.9	1	9	0	1002.11220003	110003
3	21009	10	20005	1	95	69.9	1	10	0	1002.11220003	110003
3	21010	1	20006	1	90.7	88.5	1	1	0	1002.11120005	110003
3	21010	2	20006	1	90.7	88.5	1	2	0	1002.11120005	110003
3	21010	3	20006	1	90.7	88.5	1	3	0	1002.11120005	110003
3	21010	4	20006	1	90.7	88.5	1	4	0	1002.11120005	110003
3	21010	5	20006	1	90.7	88.5	1	5	0	1002.11120005	110003
3	21010	6	20006	1	90.7	88.5	1	6	0	1002.11120005	110003
3	21010	7	20006	1	90.7	88.5	1	7	0	1002.11120005	110003
3	21010	8	20006	1	90.7	88.5	1	8	0	1002.11120005	110003
3	21010	9	20006	1	90.7	88.5	1	9	0	1002.11120005	110003
3	21010	10	20006	1	90.7	88.5	1	10	0	1002.11120005	110003
3	21011	1	20006	1	68.7	92.4	1	1	0	1002.11220004	110003
3	21011	2	20006	1	68.7	92.4	1	2	0	1002.11220004	110003
3	21011	3	20006	1	68.7	92.4	1	3	0	1002.11220004	110003
3	21011	4	20006	1	68.7	92.4	1	4	0	1002.11220004	110003
3	21011	5	20006	1	68.7	92.4	1	5	0	1002.11220004	110003
3	21011	6	20006	1	68.7	92.4	1	6	0	1002.11220004	110003
3	21011	7	20006	1	68.7	92.4	1	7	0	1002.11220004	110003
3	21011	8	20006	1	68.7	92.4	1	8	0	1002.11220004	110003
3	21011	9	20006	1	68.7	92.4	1	9	0	1002.11220004	110003
3	21011	10	20006	1	68.7	92.4	1	10	0	1002.11220004	110003
3	21012	1	20007	1	52	77.3	1	1	0	1002.11220005	110003
3	21012	2	20007	1	52	77.3	1	2	0	1002.11220005	110003
3	21012	3	20007	1	52	77.3	1	3	0	1002.11220005	110003
3	21012	4	20007	1	52	77.3	1	4	0	1002.11220005	110003
3	21012	5	20007	1	52	77.3	1	5	0	1002.11220005	110003
3	21012	6	20007	1	52	77.3	1	6	0	1002.11220005	110003
3	21012	7	20007	1	52	77.3	1	7	0	1002.11220005	110003
3	21012	8	20007	1	52	77.3	1	8	0	1002.11220005	110003
3	21012	9	20007	1	52	77.3	1	9	0	1002.11220005	110003
3	21012	10	20007	1	52	77.3	1	10	0	1002.11220005	110003
2	30001	1	0	0	15	91.2	1	1	1	1001.11300001	11100126
2	30001	2	0	0	15	91.2	1	2	1	1001.11300001	11100126
2	30001	3	0	0	15	91.2	1	3	1	1001.11300001	11100126
2	30001	4	0	0	15	91.2	1	4	1	1001.11300001	11100126
