SkillID	SkillEffectType	SkillLevel	LearnLevel	Kill	UseRegion	TextLearn	TextEffect	TextUpgrade	ReviveRate	SuckBloodRate	SummonID	MoraleValue	CRIRate	CRIHPRate	AttackCount	AttackTime_3_0	AttackEffect_3_0	AttackDamageRate_3_0	AttackEffectBind_3_0	AttackTime_3_1	AttackEffect_3_1	AttackDamageRate_3_1	AttackEffectBind_3_1	AttackTime_3_2	AttackEffect_3_2	AttackDamageRate_3_2	AttackEffectBind_3_2
3	1	1	1	0	0	学习技能1-2	基础攻击力100%效果	基础攻击力100%效果+20点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	2	1	0	0	学习技能1-2	基础攻击力100%效果+20点附加伤害	基础攻击力100%效果+40点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	3	1	0	0	学习技能1-2	基础攻击力100%效果+40点附加伤害	基础攻击力100%效果+60点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	4	1	0	0	学习技能1-2	基础攻击力100%效果+60点附加伤害	基础攻击力100%效果+80点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	5	1	0	0	学习技能1-2	基础攻击力100%效果+80点附加伤害	基础攻击力100%效果+100点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	6	1	0	0	学习技能1-2	基础攻击力100%效果+100点附加伤害	基础攻击力100%效果+120点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	7	1	0	0	学习技能1-2	基础攻击力100%效果+120点附加伤害	基础攻击力100%效果+150点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	8	1	0	0	学习技能1-2	基础攻击力100%效果+150点附加伤害	基础攻击力100%效果+200点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	9	1	0	0	学习技能1-2	基础攻击力100%效果+200点附加伤害	基础攻击力100%效果+280点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
3	1	10	1	0	0	学习技能1-2	基础攻击力100%效果+280点附加伤害	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	1	1	0	0	学习技能1-2	基础攻击力100%效果	基础攻击力100%效果+20点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	2	1	0	0	学习技能1-2	基础攻击力100%效果+20点附加伤害	基础攻击力100%效果+40点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	3	1	0	0	学习技能1-2	基础攻击力100%效果+40点附加伤害	基础攻击力100%效果+60点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	4	1	0	0	学习技能1-2	基础攻击力100%效果+60点附加伤害	基础攻击力100%效果+80点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	5	1	0	0	学习技能1-2	基础攻击力100%效果+80点附加伤害	基础攻击力100%效果+100点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	6	1	0	0	学习技能1-2	基础攻击力100%效果+100点附加伤害	基础攻击力100%效果+120点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	7	1	0	0	学习技能1-2	基础攻击力100%效果+120点附加伤害	基础攻击力100%效果+150点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	8	1	0	0	学习技能1-2	基础攻击力100%效果+150点附加伤害	基础攻击力100%效果+200点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	9	1	0	0	学习技能1-2	基础攻击力100%效果+200点附加伤害	基础攻击力100%效果+280点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
4	1	10	1	0	0	学习技能1-2	基础攻击力100%效果+280点附加伤害	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	900714	3000	0	0.3	900714	3000	0	0.3	900714	4000	0
5	1	1	1	0	0	学习技能2-1	基础攻击力100%效果	基础攻击力100%效果+20点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	2	1	0	0	学习技能2-1	基础攻击力100%效果+20点附加伤害	基础攻击力100%效果+40点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	3	1	0	0	学习技能2-1	基础攻击力100%效果+40点附加伤害	基础攻击力100%效果+60点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	4	1	0	0	学习技能2-1	基础攻击力100%效果+60点附加伤害	基础攻击力100%效果+80点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	5	1	0	0	学习技能2-1	基础攻击力100%效果+80点附加伤害	基础攻击力100%效果+100点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	6	1	0	0	学习技能2-1	基础攻击力100%效果+100点附加伤害	基础攻击力100%效果+120点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	7	1	0	0	学习技能2-1	基础攻击力100%效果+120点附加伤害	基础攻击力100%效果+150点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	8	1	0	0	学习技能2-1	基础攻击力100%效果+150点附加伤害	基础攻击力100%效果+200点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	9	1	0	0	学习技能2-1	基础攻击力100%效果+200点附加伤害	基础攻击力100%效果+280点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
5	1	10	1	0	0	学习技能2-1	基础攻击力100%效果+280点附加伤害	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	1	1	0	0	学习技能2-1	基础攻击力100%效果	基础攻击力100%效果+20点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	2	1	0	0	学习技能2-1	基础攻击力100%效果+20点附加伤害	基础攻击力100%效果+40点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	3	1	0	0	学习技能2-1	基础攻击力100%效果+40点附加伤害	基础攻击力100%效果+60点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	4	1	0	0	学习技能2-1	基础攻击力100%效果+60点附加伤害	基础攻击力100%效果+80点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	5	1	0	0	学习技能2-1	基础攻击力100%效果+80点附加伤害	基础攻击力100%效果+100点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	6	1	0	0	学习技能2-1	基础攻击力100%效果+100点附加伤害	基础攻击力100%效果+120点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	7	1	0	0	学习技能2-1	基础攻击力100%效果+120点附加伤害	基础攻击力100%效果+150点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	8	1	0	0	学习技能2-1	基础攻击力100%效果+150点附加伤害	基础攻击力100%效果+200点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	9	1	0	0	学习技能2-1	基础攻击力100%效果+200点附加伤害	基础攻击力100%效果+280点附加伤害	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
6	1	10	1	0	0	学习技能2-1	基础攻击力100%效果+280点附加伤害	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1001	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1011	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1021	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1031	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1041	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1051	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	7	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	8	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	9	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1061	1	10	1	0	0	学习技能2-2	技能效果2-2	等级已满，无法升级！	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	1	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	2	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	3	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	4	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	5	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
1071	1	6	1	0	0	学习技能2-2	技能效果2-2	升级文本2-2	0.3	0.3	990	30	5000	9000	1	0.1	100	3000	0	0.3	200	3000	0	0.3	300	4000	0
